"number","formid","form.barcode","form.sampleid_no_match","form.study_type","form.p_location","form.t_location","form.s_location","form.ec_th","form.ev_way","form.ev_way_deviceID","form.neighbor","form.swab_surface","form.swab_surface_other","form..uiVersion","openrosa_headers.HTTP_X_OPENROSA_VERSION","date_header","auth_context.doc_type","auth_context.domain","form.collector_id","auth_context.user_id","X_rev","computed_modified_on_","form.meta.location..xmlns","form.ev_notes","auth_context.authenticated","form..type","initial_processing_complete","form.sample_weight","path","domain","completed_time","username","received_on","caseid","case_name","col_neigh","col_p_type_ch","col_UID"
338,"c9c45aa5-2b78-4633-82d5-88d64d930e1a",265,,,,,,"10:00:00.000Z",265,"WRI2","Adabraka",88,"Public latrine",1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-c2c9c579a0fe8c962ce7d4c883dab7e4",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-08 10:04:37","bnbboye","2016-06-08 10:06:27",,,305,,"03_07_0265"
339,"befefbb0-2591-4eb9-9dc0-5058483842c0",310,,,,,,"09:32:00.000Z",310,"WRI 15","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-a56aeb786263babaeb2c068414f88d18",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-10 09:34:47","mchrisk","2016-06-10 09:34:56",,,305,,"03_08_0310"
340,"bd6a54d9-ff81-450b-9b41-84749df61ed9",413,,,,,,"10:50:00.000Z",413,"WRI 3","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-283fb0887d5ca068973a621c97092e28",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-24 10:54:40","rkuddy","2016-06-24 10:56:32",,,304,,"03_03_0413"
341,"bdcab715-5e4d-4a43-8941-d1675068c112",586,,"S",,,2,"11:18:00.000Z",586,"WRI 3","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-d0f3b4ea8a78644cfe6923dfe63742ec",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-19 11:19:43","rkuddy","2016-07-19 11:19:51",,,303,,"03_01_0586"
342,"ca5ca117-442a-4a43-8816-ea218eb8badc",450,,"S",,,20,"10:32:00.000Z",450,"WRI4","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-406f0fb8d8210c0c5c77754a3cff08f7",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-29 10:36:23","mchrisk","2016-06-29 10:36:31",,,304,,"03_01_0450"
343,"c172be5a-c3e0-4814-a165-24090ea1e303",445,,"S",,,15,"12:37:00.000Z",445,"WRI 0","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-d6e1827a804cec9a8158d5582f312fdb",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-28 12:39:18","mchrisk","2016-06-28 12:39:25",,,304,,"03_01_0445"
344,"c2de8e0d-015a-4139-95da-a8ee0f97f1a7",552,,,,,,"10:37:00.000Z",552,"WRI 3","Ringway",3,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-d70185b68eef63bb8aebe4a13b7e94bf",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-08 10:43:22","rkuddy","2016-07-08 10:45:20",,,304,,"03_07_0552"
345,"8b8deb41-ce59-4cbe-a534-c9bfc892afcc",162,,,,,,"10:04:00.000Z",162,"WRI 5","Chorkor",88,"Public Latrine, door handle and wash bucket handle",1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-8d8c36d149531abfaebac1b9f5358eff",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-10 10:08:15","cafrimpong","2016-06-03 17:11:29",,,302,,"03_07_0162"
346,"8825fd15-f9be-4f7d-9bbc-e778b0a9b098",764,,,,,,"12:32:00.000Z",2213,"WRI 2","Chorkor",3,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-16a8e5f5f920eec674cf8a5a8d981093",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-26 23:36:51","rkuddy","2016-04-26 12:37:28",,,302,,"03_07_0764"
347,"929afecb-f9da-48a9-ab1f-d6fd7afb2347",119,,,,,,"12:35:00.000Z",119,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-4a52a79ee0a66ab084fb263018ae32e4",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-04 23:40:50","rkuddy","2016-05-04 12:41:28",,,302,,"03_03_0119"
348,"934cb53f-57ae-4c4d-ac97-33b5515a2b1c",543,,,,,,"11:02:00.000Z",543,"WRI 0","Ringway",2,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-bdb77b7fbd0b639e6bc9ae7c2a531581",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-08 11:06:37","cafrimpong","2016-07-08 11:33:32",,,304,,"03_07_0543"
349,"809401fd-cdd5-48f6-a1c6-35997e638da7",270,,,,,,"12:13:00.000Z",270,"WRI 15","Adabraka",,,1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-addde36f040f002d20c0313e941a9bd7",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-10 12:15:29","bnbboye","2016-06-10 12:17:19",,,305,,"03_08_0270"
350,"8ebb6e62-c53b-44a2-9752-5bc99e0e0d82",166,,,,,,"10:20:00.000Z",166,"WRI 5","Chorkor",88,"public latrine",1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-515860cf9ea9584f927540ed687f7987",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-10 10:26:55","cafrimpong","2016-06-03 17:11:40",,,302,,"03_07_0166"
351,"93b333e8-6a51-432b-a79f-c67215af7d49",257,,,,,,"12:00:00.000Z",257,"WRI 2","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-e07a3c205eae472c55e2cc13e9fd1060",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-06 23:02:55","rkuddy","2016-06-06 12:03:51",,,305,"tomatoes","03_02_0257"
352,"d1ba5214-e68f-4642-8f64-f0b6905a5632",478,,"S",,,7,"10:03:00.000Z",478,"WRI 0","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-543caf01dd788774da219c8e6cad8e86",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-28 10:05:30","mchrisk","2016-06-28 10:05:38",,,304,,"03_01_0478"
353,"d409e36e-7d71-4af9-a884-bdae97af78e6",294,,,,,,"11:35:00.000Z",294,"WRI 15","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-e87bb1a3944bcb19333f5f8124c3f027",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-07 11:43:07","mchrisk","2016-06-07 14:05:25",,,305,,"03_03_0294"
354,"d3da53b0-4f50-4a9d-bd72-0721f94264b4",385,,,,,,"11:55:00.000Z",385,"WRI3","Adabraka",2,,1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-92c67dc1cecfc7d0030b9dc041debc51",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-20 11:56:42","bnbboye","2016-06-20 11:56:46",,,305,,"03_07_0385"
355,"d23833a4-3dd0-452c-91a7-a8507193aee4",126,,,,,,"13:05:00.000Z",126,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-0c27b6c7718c7edf980b1e2617eb365a",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-04 13:14:25","cafrimpong","2016-06-03 17:11:05",,,302,,"03_03_0126"
356,"d8b1cafb-22a1-4aaa-ac8e-d8c83386c097",670,,,,,,"09:41:00.000Z",8120,"WRI 15","Chorkor",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-a44911dfe34de357adb00e5fd752d85c",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-28 09:47:11","mchrisk","2016-05-03 10:28:29",,,302,,"03_07_0670"
357,"d8fbc14a-05bf-406f-83b6-a372c41526a9",261,,,,,,"10:04:00.000Z",261,"WRI4","Adabraka",,,1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-74826ce8c51b4cf9a76a20163725b8d1",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-07 10:12:37","bnbboye","2016-06-07 10:14:28",,,305,,"03_03_0261"
358,"deb0f3b8-5fcb-46b9-9055-419e88721d4e",382,,,,,,"11:10:00.000Z",382,"WRI3","Adabraka",2,,1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-65e1a2a6b1a329478e0c7bd192189147",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-20 11:12:49","bnbboye","2016-06-20 11:12:57",,,305,,"03_07_0382"
359,"df458c89-315d-4dbe-834e-84e7038c0fa1",431,,,,,,"10:59:00.000Z",431,"WRI 15","Ringway",88,"Public school laterine, laterine wall",1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-b41b2cdd64a75c53bbe6a671d7e4ecd8",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-23 11:00:59","cafrimpong","2016-06-23 11:01:08",,,304,,"03_07_0431"
360,"df67c2cc-1491-41a2-93f6-741d67644755",408,,,,,,"09:45:00.000Z",408,"WRI 2","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-cf7bf140d732d699cfa7987310121ce3",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-22 09:47:29","rkuddy","2016-06-22 09:49:18",,,304,"tomatoes","03_02_0408"
361,"d00904a1-ca9f-4cc5-b1b5-9cf4a36dd9a5",554,,,,,,"11:00:00.000Z",554,"WRI 3","Ringway",3,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-cecfed759adb1f27c83c61502cd71be7",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-08 11:02:00","rkuddy","2016-07-08 11:03:58",,,304,,"03_07_0554"
362,"d053ac44-e72b-43fb-9446-a1cef962302c",736,,,,,,"12:22:00.000Z",7117,"SP 10","Chorkor",3,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-3924698717e38f89407744c95f71540f",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-27 12:26:28","mchrisk","2016-04-27 12:26:32",,,302,,"03_07_0736"
363,"db4b41ff-6733-4493-9fc4-620959078ab3",322,,"T",,2,,"10:30:00.000Z",24,"WRI","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-71991ab94f8af95479598693c7754a57",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-14 10:32:48","rkuddy","2016-06-14 10:34:41",,,305,,"03_01_0322"
364,"dd2e79f5-7d7d-4149-9769-7d4097b9d537",202,,,,,,"10:14:00.000Z",202,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-fb74c98919510eeb75a2abccf7a3d52b",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-11 21:16:09","rkuddy","2016-05-11 10:16:44",,,302,,"03_08_0202"
365,"ddb521b0-b4db-4e33-82c3-bfbe43cf8e5c",792,,,,,,"10:38:00.000Z",2223,"WRI 2","Chorkor",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-f70d799905ad8c6d28ee3a92596715c7",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-28 21:39:58","rkuddy","2016-05-03 09:15:37",,,302,,"03_07_0792"
366,"094b2869-420b-4bcc-8bf9-149df8de7bc2",705,,,,,,"10:59:00.000Z",228,"WRI 2","Chorkor",1,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-9d9dcc35a86d990fe7f105a9a33be74b",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-26 11:00:37","rkuddy","2016-04-26 11:00:40",,,302,,"03_07_0705"
367,"01fd64b0-f896-42b3-9a4e-847f8fa4ad33",693,,,,,,"09:49:00.000Z",693,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-c19119406a0a4512888a5e6239928210",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-21 09:52:00","rkuddy","2016-04-21 09:52:24",,,302,"tomatoes","03_02_0693"
368,"04ff6cb7-85bf-434d-ae52-3bf657695d96",687,,,,,,"10:56:00.000Z",687,"WRI 3","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-05a4f93380e62f8410760e5f84c2292a",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-21 10:58:03","mchrisk","2016-04-21 10:58:08",,,302,"Tomatoes","03_02_0687"
369,"0b47b9c0-11e6-4f40-8621-a5ab5f5a07ec",539,,"S",,,10,"12:31:00.000Z",539,"WRI 3","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-d49de859572440bd489c676df9ff7780",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-18 12:33:40","rkuddy","2016-07-18 12:33:46",,,303,,"03_01_0539"
370,"0bbfe3d4-8e04-45e3-8c69-63420cc9ebbc",440,,"S",,,11,"11:16:00.000Z",11,"WRI 0","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-f7c4d1d7ea919fd686822111517ff0b1",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-28 11:20:38","mchrisk","2016-06-28 11:20:46",,,304,,"03_01_0440"
371,"0fbc9f8b-68dd-44ad-9283-e97963db8d56",718,,,,,,"12:38:00.000Z",71102,"WRI 3","Chorkor",88,"Latrine wall",1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-2dfc1b14e1ad88dc296ed0d545bffe65",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-26 11:39:10","cafrimpong","2016-04-26 11:39:14",,,302,,"03_07_0718"
372,"10969ccc-0a81-4064-8080-5ecd6e9c5d5e",214,,"S",,,10,"10:35:00.000Z",214,"WRI 5","Chorkor",,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-3d468bbb8da85087f21027e1715f571d",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-12 10:42:17","cafrimpong","2016-06-03 17:13:14",,,302,,"03_01_0214"
373,"00fc40ba-4a06-4a07-80cf-9751c664bbd0",572,,,,,,"11:01:00.000Z",572,"WRI 5","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-e3d88f7191f75c257db153155894ae0c",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-20 11:04:59","cafrimpong","2016-07-21 10:04:06",,,303,,"03_07_0572"
375,"014737da-f602-4fbd-905b-89e8e6831830",292,,,,,,"10:49:00.000Z",292,"WRI 15","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-255471b79c95ac4c25c388aca7f4054e",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-07 10:59:08","mchrisk","2016-06-07 14:05:18",,,305,,"03_03_0292"
376,"017a1c6c-4756-4a1a-adf5-6bede7190cc3",241,,"P",3,,,"10:18:00.000Z",241,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-477e6dc55614b7df0a51cad9fa2388a2",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-18 21:20:16","rkuddy","2016-05-18 10:20:53",,,302,,"03_01_0241"
378,"0d950b2f-f235-40ae-a3ed-e1af7d4d6f95",288,,,,,,"12:01:00.000Z",288,"WRI 15","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-4619b536c69468eabc8324dc87feb7f4",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-06 12:03:12","mchrisk","2016-06-06 12:03:27",,,305,"Tomatoes","03_02_0288"
379,"0dae3b98-4366-4d1e-af73-8185134cf365",701,,,,,,"11:58:00.000Z",223,"WRI 2","Chorkor",88,"compound floor",1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-1f9e09f03265cf648a9dd9bcd7ac9cbe",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-25 12:02:57","rkuddy","2016-04-26 10:29:27",,,302,,"03_07_0701"
380,"07823c07-366d-4653-b046-074ac4c4a37b",587,,"S",,,3,"11:56:00.000Z",587,"WRI 3","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-2d8b9ad677108691d3a95d458dc08362",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-19 11:57:48","rkuddy","2016-07-19 11:57:56",,,303,,"03_01_0587"
381,"07fb5e49-ccc2-404e-b8a7-6cdc1621366d",398,,,,,,"10:49:00.000Z",398,"WRI 3","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-82f3b345660ed73a393e2ad16fea9837",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-23 10:51:15","rkuddy","2016-06-23 10:53:06",,,304,,"03_08_0398"
383,"032d605e-9c84-4942-88ae-d01df012d3d5",300,,"T",,3,,"10:44:00.000Z",21,"WRI 15","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-4cd0abf7289d79dfaeae8805dd5e306c",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-14 10:48:55","mchrisk","2016-06-14 10:49:09",,,305,,"03_01_0300"
384,"1587c9b0-6d85-47f7-b239-121c7fec3f28",735,,,,,,"12:14:00.000Z",7116,"SP 10","Chorkor",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-a6ecaa2e91403f0ca4166f5dfbb87245",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-27 12:16:48","mchrisk","2016-04-27 12:16:57",,,302,,"03_07_0735"
385,"15f7783d-e80b-452c-96e0-a1562b17f418",296,,,,,,"09:44:00.000Z",296,"WRI 15","Adabraka",88,"Public laterines, laterine wall",1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-294325a691d5d01b4513a8f2f5e49fa5",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-08 09:51:31","mchrisk","2016-06-08 09:51:37",,,305,,"03_07_0296"
386,"167ffefe-ef7e-42e6-88f7-7f86073e5171",868,,,,,,"11:10:00.000Z",0,,"Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-42b17e4265e92c8ddf8806b26c3d39bd",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/8222e881d8b4104aed559936036ff9b4/","sp-accra","2016-03-22 11:16:00","test","2016-03-23 08:49:58",,,301,,"03_03_0868"
387,"11da216b-f745-4d2d-b30b-73c96ca60d39",158,,,,,,"10:47:00.000Z",158,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-39d453dcc3388452150f7a73c4e9d29e",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-09 10:48:27","mchrisk","2016-05-11 11:49:14",,,302,,"03_04_0158"
388,"1206fe1d-a0c8-4d58-acc5-61d6365451e6",899,,,,,,"10:50:00.000Z",44,"03","Shiabu",88,"Public laterine, flushing bucket handle",1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-cf78144fc287d5ae40c81099da1259f6",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-03-31 10:53:03","test","2016-06-03 16:52:21",,,301,,"03_07_0899"
389,"1468959a-5694-452a-95db-a00b0ae01649",498,,,,,,"12:37:00.000Z",498,"WRI 3","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-ed0f9d7406e8811c21a8596c55d48f26",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-05 12:40:15","rkuddy","2016-07-05 12:42:12",,,303,,"03_08_0498"
390,"1eae5f35-ca1c-40b1-a1ad-06c5625832f7",332,,,,,,"09:19:00.000Z",332,"WRI 2","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-29920581d9e7a41428f360ce4bf274f3",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-16 09:20:56","rkuddy","2016-06-16 09:22:47",,,305,,"03_06_0332"
391,"1f813478-bce1-4d79-8ce6-9b119b521967",435,,,,,,"11:52:00.000Z",435,"WRI 3","Ringway",88,"Public laterine",1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-caeec6d8e711b6011b8e7ed98c2047d0",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-23 11:53:31","cafrimpong","2016-06-23 11:53:37",,,304,,"03_07_0435"
