sample_type,sampleid,col_start_dt,col_end_dt,subscriberid.x,simserial.x,deviceid.x,col_ward,col_neighborhood,col_id_val,col_start,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_weather,col_rainyest,col_rainweek,col_rainmon,col_pa_group,col_pa_prox,col_pa_type,col_pa_type_other,col_pa_latrine_distance,col_bw_group,col_bw_type,col_bw_type_other,col_bw_container,col_bw_container_lid,col_bw_cl_free,col_bw_cl_total,col_f_group,col_f_latrine_distance,col_p_group,col_p_type,col_p_type_other,col_p_num_note,col_p_num,col_dw_group,col_dw_type,col_dw_type_other,col_dw_container,col_dw_container_lid,col_dw_id,col_dw_cl_free,col_dw_cl_total,col_l_group,col_l_toilet_type,col_l_toilet_type_other,col_l_toilet_stalls,col_l_toilet_feces,col_l_toilet_users,col_l_toilet_hw,col_s_group,col_s_type,col_s_type_other,col_d_group,col_d_water_level,col_d_water_flow,col_d_size,col_d_lining,col_d_lining_oth,col_d_prompt,col_d_feces,col_d_animals,col_d_schools,col_d_urban_ag,col_d_public_latrines,col_d_hh_latrines,col_d_shops,col_d_hh,col_d_hh_num,col_sf_type,col_sf_type_other,col_da_type,col_da_type_other,col_o_type,col_o_type_other,col_close,col_notes,col_enum,col_photo,__version__.x,_id.x,_uuid.x,_submission_time.x,_index.x,lab_start_dt,subscriberid.y,simserial.y,deviceid.y,today,lab_end_dt,lab_ward,lab_neighborhood,lab_sample_type_fp,lab_sample_type_co,lab_id_val,lab_received,lab_processing,lab_incubator_placed,lab_incubator_removed,lab_p_weight,lab_sf_weight,lab_da_weight,lab_pa_weight,lab_1_note,lab_1_dil_tested,lab_1_volume,lab_1_ecoli_reading_membrane,lab_1_ecoli_membrane,lab_2_dil_tested,lab_2_volume,lab_2_ecoli_reading_membrane,lab_2_ecoli_membrane,lab_3_dilution_performed,lab_3_dil_tested,lab_3_volume,lab_3_ecoli_reading_membrane,lab_3_ecoli_membrane,lab_closing,lab_notes,lab_enum,lab_photo,__version__.y,_id.y,_uuid.y,_submission_time.y,_index.y,lab_1_ecoli,lab_2_ecoli,lab_3_ecoli,ec_dil1,ec_dil2,ec_dil3,ec_ecnt1,ec_ecnt2,ec_ecnt3,ec_denom,count1,count2,dil1,dil2,count3,dil3,ec_conc,neighbor
3,DWB1004,2019/06/04 03:48:24,2019/06/04 10:36:38,NA,NA,352155091473740,58,1,DWb1004,2019/06/04 03:48:00,22.5521384 88.3997316 -47.900001525878906 5.0,22.5521384,88.3997316,-47.9000015258789,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somnath Sarkar,1,vCBEYpWiADaf9jeVAqWewv,3059,346bc31b-e760-43e8-b5b0-405b293d2b94,2019/06/04 10:38:41,56,2019/06/19 21:59:49,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/19 00:00:00,2019/06/19 22:04:54,58,1,NA,NA,DWb1004,2019/06/04 18:20:00,2019/06/04 21:30:00,2019/06/04 22:40:00,2019/06/05 22:40:00,NA,NA,NA,NA,NA,7,100,3,0,7,10,3,0,0,NA,NA,NA,NA,NA,"THE OBSERVATION FOR RED COLONIES WERE 8 AND 4, RESPECTIVELY.",3,0,vGuxuKRNcJh7oUGHdmQvJP,3158,87468bbc-adf0-4415-b96c-87dca2ca4886,2019/06/19 09:35:16,68,0,0,NA,100,10,NA,0,0,NA,100,0,0,100,10,NA,NA,0.5,1
3,DWB2001,2020/03/19 03:52:43,2020/03/19 11:39:00,NA,NA,352155091473740,58,2,DWb2001,2020/03/19 03:53:00,22.5498126 88.3974676 -46.599998474121094 5.0,22.5498126,88.3974676,-46.599998474121,5,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debabrata,Abhijit,1,vbPSTZSrVFcUL4XdGCBGwn,8978,f0f7c50a-0f0d-4987-b23f-4ea1b4db79d3,2020/03/19 11:40:32,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,2
5,SW1001,2019/05/14 08:57:58,2019/05/14 10:09:54,NA,NA,352155091473740,58,1,SW1001,2019/05/14 08:58:00,22.5540082 88.3953089 -44.5 4.5,22.5540082,88.3953089,-44.5,4.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somnath Sarkar,1,vCBEYpWiADaf9jeVAqWewv,2813,4d35675c-54da-42f3-81aa-40e1a28078a6,2019/05/14 10:10:01,21,2019/05/16 00:56:55,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/05/15 00:00:00,2019/05/16 01:07:39,58,1,NA,NA,SW1001,2019/05/14 21:46:00,2019/05/14 22:40:00,2019/05/14 23:00:00,2019/05/15 22:30:00,NA,NA,NA,NA,NA,7,10,2,NA,7,1,2,NA,0,NA,NA,NA,NA,NA,APPEARANCE OF RED COLONIES WERE TDTC FOR ALL OF THE CASES.,4,0,vGuxuKRNcJh7oUGHdmQvJP,2860,f755bdf0-d82f-4742-a553-26a4800dd9cd,2019/05/15 12:37:59,23,998,998,NA,10,1,NA,998,998,NA,100,998,998,10,1,NA,NA,20000,1
5,SW1002,2019/05/21 04:13:50,2019/05/21 09:17:55,NA,NA,352155091473740,58,1,SW1002,2019/05/21 04:14:00,22.553249 88.3997622 -54.29999923706055 5.0,22.553249,88.3997622,-54.2999992370605,5,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,Well,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Suvankar Mandal,1,vCBEYpWiADaf9jeVAqWewv,2884,d611074d-31d1-4d30-8227-f135dee12a60,2019/05/21 09:18:02,32,2019/05/27 19:04:56,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/05/27 00:00:00,2019/05/27 19:11:08,58,1,NA,NA,SW1002,2019/05/21 18:27:00,2019/05/21 19:00:00,2019/05/21 20:00:00,2019/05/22 23:00:00,NA,NA,NA,NA,NA,7,10,1,NA,7,1,1,NA,0,NA,NA,NA,NA,NA,"THE RED COLONIES WERE TNTC AND 71 FOR 10 ML AND 1 ML OF UNDILUTED SAMPLE, RESPECTIVELY",4,0,vGuxuKRNcJh7oUGHdmQvJP,2950,05f8490c-f9d4-4f57-91bb-19e6a2a34242,2019/05/27 06:41:30,35,999,999,NA,10,1,NA,999,999,NA,100,999,999,10,1,NA,NA,20000,1
5,SW1003,2019/05/28 03:47:37,2019/05/28 10:30:24,NA,NA,352155091473740,58,1,SW1003,2019/05/28 03:48:00,22.5536805 88.3983293 -53.79999923706055 5.0,22.5536805,88.3983293,-53.7999992370605,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,Canal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Debabrata Maity,1,vCBEYpWiADaf9jeVAqWewv,2991,795c425b-005e-4fbe-8419-2e9e68f5f9f0,2019/05/28 10:30:53,42,2019/06/05 00:04:00,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/04 00:00:00,2019/06/05 00:09:03,58,1,NA,NA,SW1003,2019/05/28 17:15:00,2019/05/28 18:00:00,2019/05/28 19:15:00,2019/05/29 19:15:00,NA,NA,NA,NA,NA,7,10,1,NA,7,1,1,NA,0,NA,NA,NA,NA,NA,"RED COLONIES: TDTC AND TNTC, RESPECTIVELY.","3,4",0,vGuxuKRNcJh7oUGHdmQvJP,3076,9f9cb3b2-f879-4edb-8501-7600bf0a0a44,2019/06/04 11:39:25,50,999,999,NA,10,1,NA,999,999,NA,100,999,999,10,1,NA,NA,20000,1
5,SW1004,2019/06/04 04:14:28,2019/06/04 10:38:17,NA,NA,352155091473740,58,1,SW1004,2019/06/04 04:15:00,22.5533324 88.4011386 -49.20000076293945 5.0,22.5533324,88.4011386,-49.2000007629394,5,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,Canal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canal beside agricultural site,"Somnath Sarkar, Biplab Jash",1,vCBEYpWiADaf9jeVAqWewv,3061,84c1b0d8-b242-4743-9609-517ebccffbc7,2019/06/04 10:38:46,58,2019/06/19 22:15:17,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/19 00:00:00,2019/06/19 22:40:29,58,1,NA,NA,SW1004,2019/06/04 21:30:00,2019/06/04 21:40:00,2019/06/04 22:40:00,2019/06/05 22:40:00,NA,NA,NA,NA,NA,7,10,2,NA,7,1,2,NA,0,NA,NA,NA,NA,NA,"FOR 10 ML 5 DISTINCT BLUE COLONIES FOUND WITH SMUDGED BLUE COLONIES. FOR RED COLONIES, APPEARANCE WASTDTC IN BOTH CASES.",3,0,vGuxuKRNcJh7oUGHdmQvJP,3160,1a67edfd-f3be-435d-9f32-29ddddd7a6de,2019/06/19 10:10:51,70,998,998,NA,10,1,NA,998,998,NA,100,998,998,10,1,NA,NA,20000,1
5,SW1005,2019/07/30 06:41:14,2019/07/30 09:27:55,NA,NA,352155091473740,58,1,SW1005,2019/07/30 06:42:00,22.5543512 88.3969368 -46.599998474121094 4.5,22.5543512,88.3969368,-46.599998474121,4.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,Canal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buddhadeb Samaddar,1,vJC2q6zdixcwQpj5tcNsoV,3684,5f5e9c4e-a3f0-4aff-abab-2c61b4a798d0,2019/07/30 09:28:05,72,2019/08/01 19:06:04,subscriberid not found,simserial not found,enketo.sanipath.org:9yr8NLdMlTOnfPL5,2019/08/01 00:00:00,2019/08/01 19:09:05,58,1,NA,NA,SW1005,2019/07/30 21:00:00,2019/07/30 22:15:00,2019/07/30 23:25:00,2019/07/31 23:25:00,NA,NA,NA,NA,NA,7,10,2,NA,7,1,2,NA,0,NA,NA,NA,NA,NA,NA,4,1,vGuxuKRNcJh7oUGHdmQvJP,3712,22734de6-71de-4e73-9958-6fcb935dfe32,2019/08/01 06:39:35,106,998,998,NA,10,1,NA,998,998,NA,100,998,998,10,1,NA,NA,20000,1
5,SW1006,2019/07/30 06:59:26,2019/07/30 09:28:01,NA,NA,352155091473740,58,1,SW1006,2019/07/30 06:59:00,22.5533632 88.4008363 -51.70000076293945 5.0,22.5533632,88.4008363,-51.7000007629394,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,Canal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Debabrata Maity,1,vJC2q6zdixcwQpj5tcNsoV,3685,0597a877-7e93-4694-91a3-825624b188bd,2019/07/30 09:28:06,73,2019/08/01 19:09:05,subscriberid not found,simserial not found,enketo.sanipath.org:9yr8NLdMlTOnfPL5,2019/08/01 00:00:00,2019/08/01 19:12:05,58,1,NA,NA,SW1006,2019/07/30 21:00:00,2019/07/30 22:18:00,2019/07/30 23:35:00,2019/07/31 23:35:00,NA,NA,NA,NA,NA,7,10,2,NA,7,1,2,NA,0,NA,NA,NA,NA,NA,NA,4,1,vGuxuKRNcJh7oUGHdmQvJP,3713,c7050ba2-87ca-4538-9e3e-8faef2e3bd0e,2019/08/01 06:42:35,107,998,998,NA,10,1,NA,998,998,NA,100,998,998,10,1,NA,NA,20000,1
5,SW1007,2019/08/05 07:55:57,2019/08/06 09:19:47,NA,NA,352155091473740,58,1,SW1007,2019/08/05 07:57:00,22.5536366 88.3987074 -43.79999923706055 5.0,22.5536366,88.3987074,-43.7999992370605,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,Canal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Suvankar Mondal,1,vJC2q6zdixcwQpj5tcNsoV,3764,e5f349d3-d881-43ae-a80e-b8311e0069f1,2019/08/06 09:20:52,79,2019/08/08 19:09:02,subscriberid not found,simserial not found,enketo.sanipath.org:nPUhU2YnbXYFLT0k,2019/08/08 00:00:00,2019/08/08 19:14:18,58,1,NA,NA,SW1007,2019/08/05 21:32:00,2019/08/05 22:18:00,2019/08/05 23:00:00,2019/08/06 23:00:00,NA,NA,NA,NA,NA,7,10,2,NA,7,1,2,NA,0,NA,NA,NA,NA,NA,"RED COLONY(10ml=TDTC,1mL=TDTC )",3,1,vGuxuKRNcJh7oUGHdmQvJP,3773,98320793-5d46-4609-902a-16069a0c6fe4,2019/08/08 06:44:49,119,998,998,NA,10,1,NA,998,998,NA,100,998,998,10,1,NA,NA,20000,1
5,SW1008,2019/08/20 06:42:28,2019/08/20 10:31:42,NA,NA,352155091473740,58,1,SW1008,2019/08/20 06:43:00,22.5535834 88.3987553 -22.600000381469727 4.5,22.5535834,88.3987553,-22.6000003814697,4.5,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,Canal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,collected by somnath Sarkar,Suvankar Mandal,1,vUmJbr8NFmqNo58UvPQcTV,3926,7800c6ae-f36d-4c90-b357-12be0d748d50,2019/08/20 10:32:27,86,2019/08/21 17:33:31,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/08/22 00:00:00,2019/08/21 17:38:15,58,1,NA,NA,SW1008,2019/08/20 07:55:00,2019/08/20 10:00:00,2019/08/20 10:45:00,2019/08/21 10:45:00,NA,NA,NA,NA,NA,7,10,2,NA,7,1,2,NA,0,NA,NA,NA,NA,NA,"RED COLONY(10ml=TDTC,1ml=TDTC)",4,1,vGuxuKRNcJh7oUGHdmQvJP,3946,691afd15-0c90-4bd3-9f37-46083ba3f833,2019/08/22 06:36:08,146,998,998,NA,10,1,NA,998,998,NA,100,998,998,10,1,NA,NA,20000,1
5,SW1009,2019/09/02 06:54:26,2019/09/02 10:55:19,NA,NA,352155091473740,58,1,SW1009,2019/09/02 06:55:00,22.5535421 88.4004459 -48.099998474121094 5.0,22.5535421,88.4004459,-48.099998474121,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,Canal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Practice Sample. Sample collected by Abhijit Guha,Suvankar Mondal,0,vUmJbr8NFmqNo58UvPQcTV,4042,598d13e7-3c49-47f2-a1b6-6bc336aa0d1d,2019/09/02 10:55:20,109,2019/09/11 19:25:07,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/12 00:00:00,2019/09/11 19:28:51,58,1,NA,NA,SW1009,2019/09/02 09:25:00,2019/09/02 10:10:00,2019/09/02 11:20:00,2019/09/03 11:20:00,NA,NA,NA,NA,NA,5,1,2,NA,4,1,3,58,0,NA,NA,NA,NA,NA,"RED COLONY(10^2=TDTC,10^3=190)",7,0,vGuxuKRNcJh7oUGHdmQvJP,4095,33081834-e2cf-4b12-97d3-a39f904a0d5a,2019/09/12 08:26:28,190,998,58,NA,0.01,0.001,NA,998,58,NA,100,998,58,0.01,0.001,NA,NA,5800000,1
5,SW1010,2019/09/11 06:34:20,2019/09/12 06:48:34,NA,NA,352155091473740,58,1,SW1010,2019/09/11 06:34:00,22.5536492 88.3987818 -45.79999923706055 5.0,22.5536492,88.3987818,-45.7999992370605,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,Canal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Ashis Saha,Biplab Jash,1,vUmJbr8NFmqNo58UvPQcTV,4071,4d5d745f-7631-45fa-85bd-92abc29806d3,2019/09/12 06:49:28,121,2019/09/12 16:37:47,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/12 00:00:00,2019/09/12 16:42:04,58,1,NA,NA,SW1010,2019/09/11 07:15:00,2019/09/11 08:10:00,2019/09/11 09:50:00,2019/09/12 09:50:00,NA,NA,NA,NA,NA,5,1,2,NA,4,1,2,NA,0,NA,NA,NA,NA,NA,"RED COLONY(10^2=TDTC,10^3=TDTC)",6,1,vGuxuKRNcJh7oUGHdmQvJP,4108,7b3f0223-c2f6-48ca-9f70-a3455b7052f6,2019/09/13 05:39:42,202,998,998,NA,0.01,0.001,NA,998,998,NA,100,998,998,0.01,0.001,NA,NA,20000000,1
5,SW2001,2020/01/22 06:26:05,2020/01/22 11:38:10,NA,NA,352155091473740,58,2,SW2001,2020/01/22 06:35:00,22.5482774 88.3966096 -51.099998474121094 5.0,22.5482774,88.3966096,-51.099998474121,5,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb,Abhijit,1,vUmJbr8NFmqNo58UvPQcTV,7427,500790b5-07f7-4b57-8b90-29a9f10cd1f3,2020/01/22 11:39:06,138,2020/01/24 05:32:23,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/01/24 00:00:00,2020/01/24 05:34:01,58,2,NA,NA,SW2001,2020/01/22 07:16:00,2020/01/22 08:15:00,2020/01/22 08:50:00,2020/01/23 08:50:00,NA,NA,NA,NA,NA,5,1,3,0,4,1,3,0,1,3,1,3,0,NA,"Red colony count: 1:10^2 -22; 1:10^3 - 00; 1:10^4 - 00, Each sample vol tested 1ml",6,1,vWNdHeMtQ9ziuCJ2zngErs,7453,edec189b-2b64-4862-9fd5-9fb1d8addc34,2020/01/24 06:30:24,679,0,0,0,0.01,0.001,1e-4,0,0,0,100,0,0,0.01,0.001,0,1e-4,5000,2
5,SW2001OLD,2019/05/07 04:32:51,2019/05/13 10:09:11,NA,NA,352155091473740,58,2,SW2001,2019/05/07 04:33:00,22.5472498 88.3964645 -57.79999923706055 5.0,22.5472498,88.3964645,-57.7999992370605,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lots of people's swimming and many fishes in the pond,Buddhadeb Samaddar,1,vCBEYpWiADaf9jeVAqWewv,2779,7868f7e8-4022-44b1-b3e9-d162a5830bf0,2019/05/13 10:09:18,11,2019/05/13 23:14:10,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/05/13 00:00:00,2019/05/13 23:18:16,58,2,NA,NA,SW2001old,2019/05/07 18:45:00,2019/05/07 19:10:00,2019/05/07 19:30:00,2019/05/08 19:40:00,NA,NA,NA,NA,NA,7,1,3,2,7,10,3,25,0,NA,NA,NA,NA,NA,NA,"1,4",1,vGuxuKRNcJh7oUGHdmQvJP,2801,8b7692b4-cb2c-414b-ae81-32d5642894b6,2019/05/13 10:48:35,8,2,25,NA,1,10,NA,2,25,NA,100,25,2,10,1,NA,NA,250,2
5,SW2002,2020/02/18 05:23:31,2020/02/18 10:52:01,NA,NA,352155090281144,58,2,SW2002,2020/02/18 05:24:00,22.5473987 88.3964896 -41.599998474121094 5.0,22.5473987,88.3964896,-41.599998474121,5,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Suvankar,Abhijit,1,vUmJbr8NFmqNo58UvPQcTV,8082,ca642528-9464-4392-85ae-d92b74af510d,2020/02/18 10:52:58,152,2020/02/20 06:39:58,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/02/20 00:00:00,2020/02/20 06:42:21,58,2,NA,NA,SW2002,2020/02/18 05:30:00,2020/02/18 05:45:00,2020/02/18 06:20:00,2020/02/19 06:20:00,NA,NA,NA,NA,NA,7,1,3,34,6,1,3,6,1,5,1,3,0,NA,"Red colony count: Undiluted 1ml - TNTC, 1:10^1 - 57, 1:10^2 - 6; sample vol tested 1ml",4,1,vWNdHeMtQ9ziuCJ2zngErs,8153,83441bab-9b7d-4f45-8843-ab203c5b8fdd,2020/02/20 07:38:21,811,34,6,0,1,0.1,0.01,34,6,0,100,34,6,1,0.1,0,0.01,3400,2
5,SW2003,2020/03/11 05:14:17,2020/03/13 11:48:47,NA,NA,352155090281144,58,2,SW2003,2020/03/11 05:16:00,22.548824 88.3970594 -58.900001525878906 5.0,22.548824,88.3970594,-58.9000015258789,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Suvankar Mandal,Somnath Sarkar,1,vbPSTZSrVFcUL4XdGCBGwn,8709,094436d1-cd5a-4324-80ca-220de1eb7887,2020/03/13 11:50:50,165,2020/03/16 06:02:53,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/03/16 00:00:00,2020/03/16 06:05:32,58,2,NA,NA,SW2003,2020/03/11 06:30:00,2020/03/11 08:30:00,2020/03/11 09:30:00,2020/03/12 09:30:00,NA,NA,NA,NA,NA,7,1,3,0,6,1,3,1,1,5,1,3,0,NA,"Red colony count: Undiluted 1ml - 110, 1:10^1 - 17, 1:10^2 - 02, sample vol tested 1ml",4,1,vWNdHeMtQ9ziuCJ2zngErs,8778,8f0e31fd-190b-43ee-bb03-3629633f00d0,2020/03/16 07:01:09,908,0,1,0,1,0.1,0.01,0,1,0,100,0,1,1,0.1,0,0.01,NA,2
5,SW2004,2020/03/19 04:00:06,2020/03/19 11:39:09,NA,NA,352155091473740,58,2,SW2004,2020/03/19 04:02:00,22.5485339 88.3969119 -53.79999923706055 5.0,22.5485339,88.3969119,-53.7999992370605,5,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debabrata,Abhijit,1,vbPSTZSrVFcUL4XdGCBGwn,8979,5f6201f3-43c3-4df0-b9da-0807401598e1,2020/03/19 11:40:33,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,2
