lab_start_dt,subscriberid,simserial,deviceid,today,lab_end_dt,lab_ward,lab_neighborhood,lab_sample_type,lab_sample_type_fp,lab_sample_type_co,lab_id,lab_id_val,lab_received,lab_processing,lab_incubator_placed,lab_incubator_removed,lab_p_weight,lab_sf_weight,lab_da_weight,lab_pa_weight,lab_1_note,lab_1_dil_tested,lab_1_volume,lab_1_ecoli_reading_membrane,lab_1_ecoli_membrane,lab_2_dil_tested,lab_2_volume,lab_2_ecoli_reading_membrane,lab_2_ecoli_membrane,lab_3_dilution_performed,lab_3_dil_tested,lab_3_volume,lab_3_ecoli_reading_membrane,lab_3_ecoli_membrane,lab_closing,lab_notes,lab_enum,lab_photo,__version__,_id,_uuid,_submission_time,_index
2019/11/29 18:58:18,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/11/29 00:00:00,2019/11/29 19:01:45,66,1,16,NA,NA,UF1009,UF1009,2019/11/27 20:30:00,2019/11/27 22:00:00,2019/11/27 23:30:00,2019/11/28 23:30:00,NA,NA,NA,NA,NA,4,1,3,18,3,1,3,7,1,2,1,3,1,NA,"Blue Colony: 1:10^6 - 00 volume tested 1ml, Red colony count: 1:10^3 - 28, 1:10^4 -13; 1:10^5 - 00; 1:10^6 - 00, Each sample vol tested 1ml",7,1,vWNdHeMtQ9ziuCJ2zngErs,5732,4c5dab05-3a84-41c5-ab48-18f1106c4358,2019/11/29 06:29:00,492
2019/11/29 19:01:45,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/11/29 00:00:00,2019/11/29 19:03:09,33,1,98,NA,NA,NCEC63,NCEC63,2019/11/27 20:30:00,2019/11/27 21:45:00,2019/11/27 22:00:00,2019/11/28 22:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red Colony Count: Undiluted volume tested 100 ml - 00,4,1,vWNdHeMtQ9ziuCJ2zngErs,5733,e78c6ed2-9146-482a-b53e-b40427840f43,2019/11/29 06:30:21,493
2019/12/02 17:22:16,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/02 00:00:00,2019/12/02 17:35:44,58,1,11,NA,NA,PLC1100,PLc1100,2019/11/28 21:10:00,2019/11/28 22:00:00,2019/11/28 22:45:00,2019/11/29 22:45:00,NA,NA,NA,NA,NA,3,1,3,0,2,1,3,0,1,1,1,3,0,NA,"Red colony count: 1:10^4 - 18; 1:10^5 - 2; 1:10^6 - 01, Each sample vol tested 1ml",4,1,vWNdHeMtQ9ziuCJ2zngErs,5758,e66506cc-3f51-4262-be11-8cac85766840,2019/12/02 04:52:08,494
2019/12/02 17:24:58,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/02 00:00:00,2019/12/02 17:36:25,58,1,99,NA,NA,FB1165,FB1165,2019/11/28 21:10:00,2019/11/28 21:40:00,2019/11/28 22:00:00,2019/11/29 22:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with PLc1100, Red Colony Count: Undiluted volume tested 100 ml - 00",4,1,vWNdHeMtQ9ziuCJ2zngErs,5759,1502137e-602b-45a2-ab88-4318ad264392,2019/12/02 04:53:25,495
2019/12/02 17:26:15,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/02 00:00:00,2019/12/02 17:37:21,59,1,11,NA,NA,PLC1101,PLc1101,2019/11/28 21:10:00,2019/11/28 22:00:00,2019/11/28 22:45:00,2019/11/29 22:45:00,NA,NA,NA,NA,NA,3,1,3,24,2,1,3,4,1,1,1,3,1,NA,"Red colony count: 1:10^4 -68; 1:10^5 - 10; 1:10^6 - 02, Each sample vol tested 1ml",4,1,vWNdHeMtQ9ziuCJ2zngErs,5760,ab5067c1-9536-41a0-8387-0dfa8ff9c71c,2019/12/02 04:55:05,496
2019/12/02 17:27:56,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/02 00:00:00,2019/12/02 17:38:00,59,1,99,NA,NA,FB1166,FB1166,2019/11/28 21:10:00,2019/11/28 21:40:00,2019/11/28 22:00:00,2019/11/29 22:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with PLc1101, Red Colony Count: Undiluted volume tested 100 ml - 00",4,1,vWNdHeMtQ9ziuCJ2zngErs,5761,7c80965e-ea8e-4828-a3e5-0a1b75abdd91,2019/12/02 04:56:22,497
2019/12/02 17:29:12,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/02 00:00:00,2019/12/02 17:38:37,66,1,99,NA,NA,FB1167,FB1167,2019/11/28 21:10:00,2019/11/28 21:40:00,2019/11/28 22:00:00,2019/11/29 22:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with MO1124, Red Colony Count: Undiluted volume tested 100 ml - 00",4,1,vWNdHeMtQ9ziuCJ2zngErs,5762,5a6989f7-9a8c-4be8-b865-706e3072c102,2019/12/02 04:57:51,498
2019/12/02 17:30:41,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/02 00:00:00,2019/12/02 17:39:18,59,1,99,NA,NA,FB1168,FB1168,2019/11/28 21:10:00,2019/11/28 21:40:00,2019/11/28 22:00:00,2019/11/29 22:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with MO1125, Red Colony Count: Undiluted volume tested 100 ml - 00",4,1,vWNdHeMtQ9ziuCJ2zngErs,5763,24273928-4ef4-4c24-9835-ad40a1a5b01d,2019/12/02 04:59:06,499
2019/12/02 17:31:55,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/02 00:00:00,2019/12/02 17:34:41,33,1,98,NA,NA,NCEC64,NCEC64,2019/11/28 21:10:00,2019/11/28 21:20:00,2019/11/28 21:35:00,2019/11/29 21:35:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red Colony Count: Undiluted volume tested 100 ml - 00,4,1,vWNdHeMtQ9ziuCJ2zngErs,5764,998080a2-f955-4813-9cab-c5425d334811,2019/12/02 05:01:52,500
2019/12/02 18:29:01,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/02 00:00:00,2019/12/02 18:30:55,59,1,11,NA,NA,PLC1102,PLc1102,2019/11/29 20:15:00,2019/11/29 21:05:00,2019/11/29 22:00:00,2019/11/30 22:00:00,NA,NA,NA,NA,NA,3,1,3,0,2,1,3,0,1,1,1,3,0,NA,"Red colony count: 1:10^4 - 00; 1:10^5 - 00; 1:10^6 - 00, Each sample vol tested 1ml",4,1,vWNdHeMtQ9ziuCJ2zngErs,5801,57d2bb5d-e77d-475f-8de1-7570d17f9750,2019/12/02 05:58:06,501
2019/12/02 18:30:55,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/02 00:00:00,2019/12/02 18:32:21,59,1,99,NA,NA,FB1169,FB1169,2019/11/29 20:15:00,2019/11/29 20:40:00,2019/11/29 21:00:00,2019/11/30 21:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with PLc1102, Red Colony Count: Undiluted volume tested 100 ml - 00",4,1,vWNdHeMtQ9ziuCJ2zngErs,5802,cc6a2b5f-493d-49a0-bf73-5f55087cf0ed,2019/12/02 05:59:31,502
2019/12/02 18:32:21,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/02 00:00:00,2019/12/02 18:34:01,59,1,11,NA,NA,PLC1103,PLc1103,2019/11/29 20:15:00,2019/11/29 21:05:00,2019/11/29 22:00:00,2019/11/30 22:00:00,NA,NA,NA,NA,NA,3,1,3,1,2,1,3,0,1,1,1,3,0,NA,"Red colony count: 1:10^4 - 00; 1:10^5 - 00; 1:10^6 - 00, Each sample vol tested 1ml",4,1,vWNdHeMtQ9ziuCJ2zngErs,5803,7129854a-dff2-4e9d-83ef-95a079556e19,2019/12/02 06:01:12,503
2019/12/02 18:34:01,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/02 00:00:00,2019/12/02 18:35:13,59,1,99,NA,NA,FB1170,FB1170,2019/11/29 20:15:00,2019/11/29 20:40:00,2019/11/29 21:00:00,2019/11/30 21:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with PLc1103, Red Colony Count: Undiluted volume tested 100 ml - 00",4,1,vWNdHeMtQ9ziuCJ2zngErs,5804,4e93cf16-02fd-4a26-9904-c0c02abb088b,2019/12/02 06:02:23,504
2019/12/02 18:35:13,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/02 00:00:00,2019/12/02 18:36:51,59,1,11,NA,NA,PLC1104,PLc1104,2019/11/29 20:15:00,2019/11/29 21:05:00,2019/11/29 22:00:00,2019/11/30 22:00:00,NA,NA,NA,NA,NA,3,1,3,1,2,1,3,1,1,1,1,3,0,NA,"Red colony count: 1:10^4 -7; 1:10^5 - 3; 1:10^6 - 00, Each sample vol tested 1ml",4,1,vWNdHeMtQ9ziuCJ2zngErs,5805,e56fad5f-507f-471b-9447-965a1b930c44,2019/12/02 06:04:01,505
2019/12/02 18:36:51,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/02 00:00:00,2019/12/02 18:38:23,59,1,99,NA,NA,FB1171,FB1171,2019/11/29 20:15:00,2019/11/29 20:40:00,2019/11/29 21:00:00,2019/11/30 21:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with PLc1104, Red Colony Count: Undiluted volume tested 100 ml - 00",4,1,vWNdHeMtQ9ziuCJ2zngErs,5806,2e2f1d3b-c580-40e3-bc7e-0604b1bda074,2019/12/02 06:05:33,506
2019/12/02 18:38:23,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/02 00:00:00,2019/12/02 18:39:34,33,1,98,NA,NA,NCEC65,NCEC65,2019/11/29 20:15:00,2019/11/29 20:25:00,2019/11/29 20:30:00,2019/11/30 20:30:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red Colony Count: Undiluted volume tested 100 ml - 00,4,1,vWNdHeMtQ9ziuCJ2zngErs,5807,3d9e8f4e-5bca-483c-b79b-783806251845,2019/12/02 06:06:44,507
2019/12/05 18:00:29,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/05 00:00:00,2019/12/05 18:08:05,59,1,11,NA,NA,PLC1105,PLc1105,2019/12/02 20:15:00,2019/12/02 21:00:00,2019/12/02 22:00:00,2019/12/03 22:00:00,NA,NA,NA,NA,NA,3,1,3,14,2,1,3,2,1,1,1,3,0,NA,"Red colony count: 1:10^4 -13; 1:10^5 - 1; 1:10^6 - 1, Each sample vol tested 1ml",4,1,vWNdHeMtQ9ziuCJ2zngErs,5916,c39627b4-9c72-4066-a806-0ea242412f2d,2019/12/05 05:35:12,508
2019/12/05 18:08:05,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/05 00:00:00,2019/12/05 18:09:23,59,1,99,NA,NA,FB1172,FB1172,2019/12/02 20:15:00,2019/12/02 20:45:00,2019/12/02 21:10:00,2019/12/03 21:10:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with PLc1105, Red Colony Count: Undiluted volume tested 100 ml - 00",4,1,vWNdHeMtQ9ziuCJ2zngErs,5917,f414bdd5-cb10-4cd9-98db-56ffebd18aa2,2019/12/05 05:36:31,509
2019/12/05 18:09:23,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/05 00:00:00,2019/12/05 18:11:06,59,1,11,NA,NA,PLC1106,PLc1106,2019/12/02 20:15:00,2019/12/02 21:00:00,2019/12/02 22:00:00,2019/12/03 22:00:00,NA,NA,NA,NA,NA,3,1,2,NA,2,1,1,NA,1,1,1,3,48,NA,"Red colony count: 1:10^4 - TDTC; 1:10^5 - TNTC; 1:10^6 - 35, Each sample vol tested 1ml",4,1,vWNdHeMtQ9ziuCJ2zngErs,5918,db5d9119-6195-476f-af93-676266178bc6,2019/12/05 05:38:14,510
2019/12/05 18:11:07,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/05 00:00:00,2019/12/05 18:12:22,59,1,99,NA,NA,FB1173,FB1173,2019/12/02 20:15:00,2019/12/02 20:45:00,2019/12/02 21:10:00,2019/12/03 21:10:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with PLc1106, Red Colony Count: Undiluted volume tested 100 ml - 00",4,1,vWNdHeMtQ9ziuCJ2zngErs,5919,57b261fe-2ea7-45ce-b006-9d37e8126446,2019/12/05 05:39:30,511
2019/12/05 18:12:22,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/05 00:00:00,2019/12/05 18:13:27,33,1,98,NA,NA,NCEC66,NCEC66,2019/12/02 20:15:00,2019/12/02 20:45:00,2019/12/02 21:00:00,2019/12/03 21:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red Colony Count: Undiluted volume tested 100 ml - 00,4,1,vWNdHeMtQ9ziuCJ2zngErs,5920,62b4ed51-957c-4567-ba96-4dcad6f94409,2019/12/05 05:40:33,512
2019/12/05 18:13:27,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/05 00:00:00,2019/12/05 18:17:31,57,1,99,NA,NA,FB1174,FB1174,2019/12/03 20:15:00,2019/12/03 21:30:00,2019/12/03 22:00:00,2019/12/04 22:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with MO1126, Red Colony Count: Undiluted volume tested 100 ml - 00",6,1,vWNdHeMtQ9ziuCJ2zngErs,5921,749120ac-a4d0-4399-96b5-85905b4b21aa,2019/12/05 05:44:40,513
2019/12/05 18:17:32,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/05 00:00:00,2019/12/05 18:19:19,55,1,99,NA,NA,FB1175,FB1175,2019/12/03 18:15:00,2019/12/03 21:30:00,2019/12/03 22:00:00,2019/12/04 22:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with MO1127, Red Colony Count: Undiluted volume tested 100 ml - 00",6,1,vWNdHeMtQ9ziuCJ2zngErs,5922,e66af55f-e0f3-4da2-92f3-b5b6c2acbaf4,2019/12/05 05:46:26,514
2019/12/05 18:19:19,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/05 00:00:00,2019/12/05 18:21:38,59,1,11,NA,NA,PLC1107,PLc1107,2019/12/03 18:15:00,2019/12/03 21:45:00,2019/12/03 22:15:00,2019/12/04 22:15:00,NA,NA,NA,NA,NA,3,1,3,9,2,1,3,0,1,1,1,3,0,NA,"Red colony count: 1:10^4 - 7; 1:10^5 - 00; 1:10^6 - 00, Each sample vol tested 1ml",6,1,vWNdHeMtQ9ziuCJ2zngErs,5923,bc54117c-f6f7-4754-b872-a043f1f2ad4e,2019/12/05 05:48:46,515
2019/12/05 18:21:38,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/05 00:00:00,2019/12/05 18:23:13,59,1,99,NA,NA,FB1176,FB1176,2019/12/03 18:15:00,2019/12/03 21:30:00,2019/12/03 22:00:00,2019/12/04 22:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with PLc1107, Red Colony Count: Undiluted volume tested 100 ml - 00",6,1,vWNdHeMtQ9ziuCJ2zngErs,5924,83d15caf-1851-48fc-b42a-544b5671b600,2019/12/05 05:50:20,516
2019/12/05 18:23:13,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/05 00:00:00,2019/12/05 18:24:52,59,1,11,NA,NA,PLC1108,PLc1108,2019/12/03 18:15:00,2019/12/03 21:45:00,2019/12/03 22:15:00,2019/12/04 22:15:00,NA,NA,NA,NA,NA,3,1,3,7,2,1,3,2,1,1,1,3,0,NA,"Red colony count: 1:10^4 -10; 1:10^5 - 1; 1:10^6 - 00, Each sample vol tested 1ml",6,1,vWNdHeMtQ9ziuCJ2zngErs,5925,2a6d9640-3873-4568-a279-adf0da04c3a6,2019/12/05 05:52:00,517
2019/12/05 18:24:52,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/05 00:00:00,2019/12/05 18:26:04,59,1,99,NA,NA,FB1177,FB1177,2019/12/03 18:15:00,2019/12/03 21:30:00,2019/12/03 22:00:00,2019/12/04 22:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with PLc1108, Red Colony Count: Undiluted volume tested 100 ml - 00",6,1,vWNdHeMtQ9ziuCJ2zngErs,5926,f7e516a8-ca4d-4bc2-96b4-8c3f92fe4aae,2019/12/05 05:53:12,518
2019/12/05 18:26:04,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/05 00:00:00,2019/12/05 18:27:37,59,1,11,NA,NA,PLC1109,PLc1109,2019/12/03 18:15:00,2019/12/03 21:45:00,2019/12/03 22:15:00,2019/12/04 22:15:00,NA,NA,NA,NA,NA,3,1,3,18,2,1,3,0,1,1,1,3,0,NA,"Red colony count: 1:10^4 -88; 1:10^5 - 8; 1:10^6 - 00, Each sample vol tested 1ml",6,1,vWNdHeMtQ9ziuCJ2zngErs,5927,f0fdced2-2ba4-43c8-8c54-9adf73e3b5c1,2019/12/05 05:54:44,519
2019/12/05 18:27:37,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/05 00:00:00,2019/12/05 18:28:44,59,1,99,NA,NA,FB1178,FB1178,2019/12/03 18:15:00,2019/12/03 21:30:00,2019/12/03 22:00:00,2019/12/04 22:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with PLc1109, Red Colony Count: Undiluted volume tested 100 ml - 00",6,1,vWNdHeMtQ9ziuCJ2zngErs,5928,beb1676d-429f-48a6-892d-31901760be8b,2019/12/05 05:55:51,520
2019/12/05 18:28:45,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/05 00:00:00,2019/12/05 18:29:45,33,1,98,NA,NA,NCEC67,NCEC67,2019/12/03 18:15:00,2019/12/03 21:30:00,2019/12/03 22:00:00,2019/12/04 22:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red Colony Count: Undiluted volume tested 100 ml - 00,6,1,vWNdHeMtQ9ziuCJ2zngErs,5929,70a3b61a-7436-41c7-8310-84c2248c7dc6,2019/12/05 05:56:52,521
2019/12/09 18:21:30,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/09 00:00:00,2019/12/09 18:26:57,59,1,16,NA,NA,UF1010,UF1010,2019/12/04 19:55:00,2019/12/04 22:10:00,2019/12/04 23:00:00,2019/12/05 23:00:00,NA,NA,NA,NA,NA,4,1,3,44,3,1,3,4,1,2,1,3,0,NA,"Blue Colony Count: 1:10^6 - 00, volume tested 1ml, Red colony count: 1:10^3 - TNTC 1:10^4 -58; 1:10^5 - 9; 1:10^6 - 00, Each sample vol tested 1ml",4,1,vWNdHeMtQ9ziuCJ2zngErs,6029,ac5ff10e-cc79-4fdf-a039-590e198aed53,2019/12/09 05:54:02,522
2019/12/09 18:26:57,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/09 00:00:00,2019/12/09 19:12:14,33,1,98,NA,NA,NCEC68,NCEC68,2019/12/04 19:55:00,2019/12/04 22:00:00,2019/12/04 22:10:00,2019/12/05 22:10:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red Colony Count: Undiluted volume tested 100 ml - 00,4,1,vWNdHeMtQ9ziuCJ2zngErs,6030,a2897033-c46c-4451-8597-a780e9d17c54,2019/12/09 06:39:19,523
2019/12/09 19:12:14,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/09 00:00:00,2019/12/09 19:13:50,66,1,99,NA,NA,FB1179,FB1179,2019/12/05 20:15:00,2019/12/05 21:30:00,2019/12/05 22:00:00,2019/12/06 22:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with MO1128, Red Colony Count: Undiluted volume tested 100 ml - 00",6,1,vWNdHeMtQ9ziuCJ2zngErs,6031,6539bb18-877c-4611-8321-8c1750941fcb,2019/12/09 06:40:54,524
2019/12/09 19:13:50,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/09 00:00:00,2019/12/09 19:15:07,59,1,99,NA,NA,FB1180,FB1180,2019/12/05 20:15:00,2019/12/05 21:30:00,2019/12/05 22:00:00,2019/12/06 22:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with MO1129, Red Colony Count: Undiluted volume tested 100 ml - 00",6,1,vWNdHeMtQ9ziuCJ2zngErs,6032,1fe85c2d-9237-4309-8e55-c5e0f8c792f8,2019/12/09 06:42:11,525
2019/12/09 19:15:07,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/09 00:00:00,2019/12/09 19:16:44,58,1,11,NA,NA,PLC1110,PLc1110,2019/12/05 20:15:00,2019/12/05 21:45:00,2019/12/05 22:15:00,2019/12/06 22:15:00,NA,NA,NA,NA,NA,3,1,3,0,2,1,3,0,1,1,1,3,0,NA,"Red colony count: 1:10^4 -15; 1:10^5 - 2; 1:10^6 - 00, Each sample vol tested 1ml",6,1,vWNdHeMtQ9ziuCJ2zngErs,6033,b6a8b8fd-23c6-42f7-b38c-d7e3cbf48f5e,2019/12/09 06:43:48,526
2019/12/09 19:16:44,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/09 00:00:00,2019/12/09 19:19:14,58,1,99,NA,NA,FB1181,FB1181,2019/12/05 20:15:00,2019/12/05 21:30:00,2019/12/05 22:00:00,2019/12/06 22:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with PLc1110, Red Colony Count: Undiluted volume tested 100 ml - 00",6,1,vWNdHeMtQ9ziuCJ2zngErs,6034,4ab4dc52-06c2-437d-9d27-b4dc62a52a9f,2019/12/09 06:46:18,527
2019/12/09 19:19:14,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/09 00:00:00,2019/12/09 19:21:01,59,1,11,NA,NA,PLC111,PLc111,2019/12/05 20:15:00,2019/12/05 21:45:00,2019/12/05 22:15:00,2019/12/06 22:15:00,NA,NA,NA,NA,NA,3,1,3,0,2,1,3,0,1,1,1,3,0,NA,"Red colony count: 1:10^4 -00; 1:10^5 - 00; 1:10^6 - 00, Each sample vol tested 1ml",6,1,vWNdHeMtQ9ziuCJ2zngErs,6035,0446af96-0384-4160-8b8b-00a90c332842,2019/12/09 06:48:05,528
2019/12/09 19:21:01,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/09 00:00:00,2019/12/09 19:22:43,59,1,99,NA,NA,FB1182,FB1182,2019/12/05 20:15:00,2019/12/05 21:30:00,2019/12/05 22:00:00,2019/12/06 22:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with PLc1111, Red Colony Count: Undiluted volume tested 100 ml - 00",6,1,vWNdHeMtQ9ziuCJ2zngErs,6036,84c23fc7-5a83-4bd2-80d2-5ba11746205a,2019/12/09 06:49:50,529
2019/12/09 19:22:43,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/09 00:00:00,2019/12/09 19:25:44,59,1,11,NA,NA,PLC1112,PLc1112,2019/12/05 20:15:00,2019/12/05 21:45:00,2019/12/05 22:15:00,2019/12/06 22:15:00,NA,NA,NA,NA,NA,3,1,3,5,2,1,3,0,1,1,1,3,0,NA,"Red colony count: 1:10^4 - 12; 1:10^5 - 1; 1:10^6 - 00, Each sample vol tested 1ml",6,1,vWNdHeMtQ9ziuCJ2zngErs,6037,c26bba2e-1909-4450-9f42-a2e1ffaf1e30,2019/12/09 06:52:50,530
2019/12/09 19:25:44,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/09 00:00:00,2019/12/09 19:27:51,59,1,99,NA,NA,FB1183,FB1183,2019/12/05 20:15:00,2019/12/05 21:30:00,2019/12/05 22:00:00,2019/12/06 22:00:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with PLc1112, Red Colony Count: Undiluted volume tested 100 ml - 00",6,1,vWNdHeMtQ9ziuCJ2zngErs,6038,547c4a78-f33b-4624-a386-d18cd626c799,2019/12/09 06:54:55,531
2019/12/09 19:27:51,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/09 00:00:00,2019/12/09 19:29:26,59,1,11,NA,NA,PLC1113,PLc1113,2019/12/05 20:15:00,2019/12/05 21:45:00,2019/12/05 22:15:00,2019/12/06 22:15:00,NA,NA,NA,NA,NA,3,1,3,67,2,1,3,1,1,1,1,3,0,NA,"Red colony count: 1:10^4 - 65; 1:10^5 - 4; 1:10^6 - 00, Each sample vol tested 1ml",6,1,vWNdHeMtQ9ziuCJ2zngErs,6039,4ff462d8-c7e6-4cd7-85e2-16a1120d7ca4,2019/12/09 06:56:29,532
2019/12/09 19:29:26,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/09 00:00:00,2019/12/09 19:30:51,59,1,99,NA,NA,FB1184,FB1184,2019/12/05 20:15:00,2019/12/05 21:45:00,2019/12/05 22:15:00,2019/12/06 22:15:00,NA,NA,NA,NA,NA,7,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample with PLc1113, Red Colony Count: Undiluted volume tested 100 ml - 00",6,1,vWNdHeMtQ9ziuCJ2zngErs,6040,fb0e93c2-938d-439f-8e85-5f927c3de128,2019/12/09 06:57:55,533
