deviceid,h_start_dt,h_end_dt,h_today,h_id,h_start,h_coordinates,_h_coordinates_latitude,_h_coordinates_longitude,_h_coordinates_altitude,_h_coordinates_precision,h_neighborhood,h_home_type,h_rainweek,h_population,h_c,h_c5,h_s,h_s_a,h_s_a_other,h_s_c,h_s_c_other,h_d,h_d_a,h_d_a_other,h_d_c,h_d_c_other,h_f,h_f_a,h_f_a_other,h_f_c,h_f_c_other,h_dw,h_dw_a,h_dw_a_other,h_dw_c,h_dw_c_other,h_dw_e_wt_note,h_dw_e_wt,h_dw_e_wt_other,h_bw,h_bw_a,h_bw_a_other,h_bw_c,h_bw_c_other,h_p,h_p_a,h_p_a_other,h_p_c,h_p_c_other,h_p_e,h_p_e_other,h_sf,h_sf_a,h_sf_a_other,h_sf_c,h_sf_c_other,h_da,h_da_a,h_da_a_other,h_da_c,h_da_c_other,h_l,h_l_a,h_l_a_other,h_l_c,h_l_c_other,h_pl,h_pl_a_th,h_pl_a_th_other,h_pl_a_tu,h_pl_a_tu_other,h_pl_a_tw,h_pl_a_tw_other,h_pl_a_tf,h_pl_a_tf_other,h_pl_a_od,h_pl_a_od/1,h_pl_a_od/3,h_pl_a_od/2,h_pl_a_od/5,h_pl_a_od/4,h_pl_a_od/7,h_pl_a_od/6,h_pl_a_od_other,h_end,hh_end,hh_time_end,h_notes,h_enum,__version__,_id,_uuid,_submission_time,_index
352155092320437,2019-05-31T12:58:32.000+06:30,2019-05-31T13:00:28.000+06:30,2019-05-31,1079,2019-05-30T12:47:00.000+05:30,22.5516602 88.3992949 -32.79999923706055 5.0,22.5516602,88.3992949,-32.79999923706055,5.0,1,1,1,5,1,0,,4,,4,,,1,,2,,,4,,4,,,1,,1,,,1,,,1,,1,,,1,,1,,1,,,4,,3,,,1,,1,,,2,,2,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-05-30 12:46:28,Latrine shared by 10 households.,"12,07",vumEmASFwV57vrNwbvho6q,3034,adb40a5e-2292-4838-a4ea-dceace4b3b37,2019-05-30T11:20:15,82
352155092320437,2019-05-31T12:56:14.000+06:30,2019-05-31T12:57:10.000+06:30,2019-05-31,1080,2019-05-30T13:06:00.000+05:30,22.5514334 88.3994702 -47.599998474121094 5.0,22.5514334,88.3994702,-47.599998474121094,5.0,1,1,1,4,1,0,,4,,4,,,1,,1,,,2,,2,,,1,,1,,,2,,,1,,1,,,3,,3,,1,,,3,,3,,,3,,3,,,1,,1,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-05-30 13:06:30,Latrine shared by 3 household.,"12,07",vumEmASFwV57vrNwbvho6q,3035,8c91b528-5443-4788-b370-8cd4af8170e2,2019-05-30T11:20:16,83
352155092215793,,,,1088,2019-06-03T12:47:00.000+05:30,22.5536345 88.3973375 -56.29999923706055 5.0,22.5536345,88.3973375,-56.29999923706055,5.0,1,1,1,4,1,0,,4,,4,,,4,,4,,,1,,3,,,1,,1,,,2,,,2,,2,,,4,,4,,2,,,4,,4,,,3,,3,,,1,,1,,,2,,,,,,,,1 2,1,0,1,0,0,0,0,,,1,2019-06-03 12:46:55,Latrine share by 12 households.,"16,13,15",vaEKcNoT2z7XGotPoZPWz4,3044,bfac7f34-daca-4d6b-9689-2472ae778427,2019-06-03T10:43:59,84
352155092215793,,,,1087,2019-06-03T14:09:00.000+05:30,22.5538151 88.3972619 -39.0 5.0,22.5538151,88.3972619,-39.0,5.0,1,1,1,4,1,0,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,1,,1,,,3,,3,,1,,,3,,3,,,3,,3,,,1,,1,,,2,,,,,,,,1 2,1,0,1,0,0,0,0,,,1,2019-06-03 14:09:02,Latrine is shared by 14 households,"13, 15, 16",vaEKcNoT2z7XGotPoZPWz4,3045,278ad300-ddb7-469c-9d2f-ae5c7986b0ae,2019-06-03T10:44:01,85
352155092292842,,,,1090,2019-06-03T12:12:00.000+05:30,22.5531347 88.3982992 1.2999999523162842 4.5,22.5531347,88.3982992,1.2999999523162842,4.5,1,1,1,6,1,0,,4,,4,,,4,,3,,,1,,1,,,1,,1,,,2,,,1,,1,,,2,,2,,1,,,2,,1,,,3,,2,,,4,,4,,,1,,1,,1,,1,,1 2,1,0,1,0,0,0,0,,,1,2019-06-03 12:11:30,,"10, 17",vaEKcNoT2z7XGotPoZPWz4,3046,1381446e-876b-448c-9711-e34c00c7cfab,2019-06-03T10:45:01,86
352155092292842,,,,1089,2019-06-03T12:39:00.000+05:30,22.5531468 88.3978781 -45.70000076293945 5.0,22.5531468,88.3978781,-45.70000076293945,5.0,1,1,1,4,1,0,,4,,4,,,4,,4,,,4,,4,,,1,,1,,,2,,,2,,2,,,2,,3,,1,,,2,,1,,,4,,2,,,1,,1,,,2,,,,,,,,1 2,1,0,1,0,0,0,0,,,1,2019-06-03 12:38:38,Latrine Shared by 8 households,"10,17",vaEKcNoT2z7XGotPoZPWz4,3047,8adb5c8a-c94e-422c-b218-07379ed55128,2019-06-03T10:45:03,87
352155090263209,,,,1095,2019-06-03T12:32:00.000+05:30,22.5525408 88.3986227 -67.80000305175781 5.0,22.5525408,88.3986227,-67.80000305175781,5.0,1,1,1,5,1,0,,4,,4,,,1,,1,,,4,,4,,,1,,1,,,2,,,1,,1,,,3,,3,,1,,,4,,4,,,4,,4,,,1,,1,,,2,,,,,,,,2 4,0,0,1,0,1,0,0,,,1,2019-06-03 12:32:14,,"09,11,14",vaEKcNoT2z7XGotPoZPWz4,3048,05343e4b-f4ee-41a5-bb15-8313146a07c8,2019-06-03T10:46:05,88
352155090263209,,,,1038,2019-06-03T13:30:00.000+05:30,22.5530356 88.3984862 -49.20000076293945 5.0,22.5530356,88.3984862,-49.20000076293945,5.0,1,1,1,4,1,0,,4,,4,,,1,,1,,,4,,4,,,1,,1,,,2,,,1,,2,,,3,,3,,1,,,3,,3,,,4,,3,,,1,,1,,,2,,,,,,,,1 2,1,0,1,0,0,0,0,,,1,2019-06-03 13:30:17,,"09,11,14",vaEKcNoT2z7XGotPoZPWz4,3049,84cbc7c7-ec61-4ea5-9206-7c943c96fecc,2019-06-03T10:46:07,89
352155092320437,,,,1092,2019-06-03T12:13:00.000+05:30,22.5528466 88.3985161 -100.80000305175781 6.0,22.5528466,88.3985161,-100.80000305175781,6.0,1,1,1,4,1,1,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,1,,1,,,2,,2,,1,,,3,,3,,,3,,3,,,1,,1,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-06-03 12:13:04,Latrine shared by 15 households.,"7,12",vaEKcNoT2z7XGotPoZPWz4,3050,34d8ed07-281f-4a19-b141-7abbe9e5af69,2019-06-03T10:47:20,90
352155092320437,,,,1091,2019-06-03T12:34:00.000+05:30,22.5529331 88.3983928 -34.099998474121094 5.0,22.5529331,88.3983928,-34.099998474121094,5.0,1,1,1,4,1,0,,4,,4,,,4,,4,,,4,,4,,,1,,1,,,2,,,1,,1,,,3,,3,,1,,,3,,2,,,2,,2,,,1,,1,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-06-03 12:34:19,Latrine shared by 6 households.,"07,12",vaEKcNoT2z7XGotPoZPWz4,3051,a5472c40-ce6e-42cb-91c0-996aaa91fd94,2019-06-03T10:47:22,91
352155092292842,,,,1099,2019-06-04T12:02:00.000+05:30,22.5524044 88.3999296 -66.0 5.0,22.5524044,88.3999296,-66.0,5.0,1,1,1,7,1,0,,4,,3,,,1,,1,,,1,,1,,,1,,1,,,2,,,1,,1,,,3,,3,,1,,,3,,2,,,3,,3,,,4,,4,,,1,,1,,1,,1,,1 2,1,0,1,0,0,0,0,,,1,2019-06-04 12:02:38,There is a big open drain in front of the household.,"07,10,13",vaEKcNoT2z7XGotPoZPWz4,3066,95370d78-fcca-42af-ad25-115de2c3f7a2,2019-06-04T10:51:10,92
352155092292842,,,,1098,2019-06-04T12:29:00.000+05:30,22.5516309 88.3998132 -34.0 5.0,22.5516309,88.3998132,-34.0,5.0,1,1,1,6,1,1,,4,,1,,,1,,1,,,1,,1,,,1,,1,,,2,,,1,,1,,,2,,2,,1,,,1,,1,,,1,,1,,,2,,2,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-06-04 12:24:58,"Latrine is shared by 28 households 
Open drain in front of the household","07, 10, 13",vaEKcNoT2z7XGotPoZPWz4,3067,b16276a3-68c3-40cf-a2b4-63f82b3290e0,2019-06-04T10:51:12,93
352155092292842,,,,1097,2019-06-04T12:59:00.000+05:30,22.5520138 88.3993399 -52.400001525878906 5.0,22.5520138,88.3993399,-52.400001525878906,5.0,1,1,1,4,1,0,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,1,,1,,,1,,1,,1,,,3,,3,,,2,,2,,,2,,1,,,2,,,,,,,,1 2,1,0,1,0,0,0,0,,,1,2019-06-04 12:58:43,Latrine is shared by 4 household,"07, 10, 13",vaEKcNoT2z7XGotPoZPWz4,3068,703b87b3-67a0-45bc-9278-3af2e2841d46,2019-06-04T10:51:13,94
352155092215793,,,,1096,2019-06-04T12:01:00.000+05:30,22.5526616 88.3985782 11.0 5.0,22.5526616,88.3985782,11.0,5.0,1,1,0,4,1,0,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,2,,,2,,1,,,3,,2,,1,,,4,,2,,,4,,4,,,2,,2,,,2,,,,,,,,2,0,0,1,0,0,0,0,,,1,2019-06-04 12:01:12,"Open drain close by household partly open.
Latrine  share  by 2 household.","12,16,15",vaEKcNoT2z7XGotPoZPWz4,3069,4e3defe0-1b3f-4af5-89fa-092c69106ea8,2019-06-04T10:52:03,95
352155092215793,,,,1093,2019-06-04T12:22:00.000+05:30,22.5527251 88.3984858 -22.399999618530273 7.5,22.5527251,88.3984858,-22.399999618530273,7.5,1,1,1,5,1,0,,4,,4,,,1,,1,,,1,,1,,,1,,1,,,1,,,2,,2,,,3,,3,,1,,,4,,3,,,4,,3,,,4,,4,,,1,,1,,1,,2,,1 2,1,0,1,0,0,0,0,,,1,2019-06-04 12:21:02,Open drain infront of the house hold.partly open.,"12,16,15",vaEKcNoT2z7XGotPoZPWz4,3070,1fa06a72-1a18-4e33-946b-f043928d7ef1,2019-06-04T10:52:05,96
352155090263209,,,,1071,2019-06-04T12:05:00.000+05:30,22.5532819 88.3984626 5.0 5.0,22.5532819,88.3984626,5.0,5.0,1,1,1,5,1,1,,4,,4,,,4,,4,,,4,,4,,,1,,1,,,2,,,1,,1,,,2,,2,,1,,,3,,3,,,3,,3,,,4,,4,,,1,,1,,1,,2,,1 2 4,1,0,1,0,1,0,0,,,1,2019-06-04 12:05:40,Very close to latrine area.,"09,11.",vaEKcNoT2z7XGotPoZPWz4,3071,ab832d14-aa91-48be-b1fe-8f008b471bc6,2019-06-04T10:53:11,97
352155090263209,,,,1100,2019-06-04T12:26:00.000+05:30,22.5531589 88.3989943 -65.30000305175781 5.0,22.5531589,88.3989943,-65.30000305175781,5.0,1,1,1,4,1,0,,4,,4,,,4,,4,,,2,,2,,,1,,1,,,2,,,2,,1,,,2,,2,,1,,,4,,1,,,4,,3,,,1,,1,,,2,,,,,,,,1 2,1,0,1,0,0,0,0,,,1,2019-06-04 12:24:58,,"09,11",vaEKcNoT2z7XGotPoZPWz4,3072,6aeeea14-75c5-4955-bfc3-400e3e4dc342,2019-06-04T10:53:13,98
352155090263209,,,,1070,2019-06-04T12:48:00.000+05:30,22.5534086 88.3980183 -34.79999923706055 5.0,22.5534086,88.3980183,-34.79999923706055,5.0,1,1,1,6,1,1,,4,,4,,,4,,4,,,4,,4,,,4,,4,,,2,,,1,,1,,,1,,1,,1,,,4,,2,,,4,,2,,,4,,4,,,1,,1,,1,,2,,1 2 4,1,0,1,0,1,0,0,,,1,2019-06-04 12:45:06,They use package water for drinking and  corporation water for food preparation and other household chores.,"09,11",vaEKcNoT2z7XGotPoZPWz4,3073,fc22acaa-8657-4a75-a36b-34cfb12e21b7,2019-06-04T10:53:15,99
352155090263209,,,,1059,2019-06-04T13:41:00.000+05:30,22.553426 88.3985831 -31.799999237060547 5.0,22.553426,88.3985831,-31.799999237060547,5.0,1,1,1,4,1,1,,4,,4,,,1,,1,,,4,,4,,,4,,4,,,2,,,2,,2,,,3,,4,,1,,,2,,2,,,3,,2,,,4,,4,,,1,,1,,1,,2,,1 2,1,0,1,0,0,0,0,,,1,2019-06-04 13:41:12,"They drink packaged water
Private latrine share with 3 relatives.","09,11.",vaEKcNoT2z7XGotPoZPWz4,3074,dcd02ff3-5f60-454b-9909-5a89b9a6622f,2019-06-04T10:53:17,100
352155092331921,,,,1094,2019-06-06T12:35:00.000+05:30,22.5534572 88.3981948 -48.099998474121094 5.5,22.5534572,88.3981948,-48.099998474121094,5.5,1,2,1,8,1,1,,4,,4,,,4,,4,,,3,,4,,,1,,1,,,2,,,2,,1,,,4,,3,,1,,,4,,3,,,3,,3,,,1,,1,,,2,,,,,,,,1 2,1,0,1,0,0,0,0,,,1,2019-06-06 12:35:01,Latrine shared by 3 households.,"12,15",vaEKcNoT2z7XGotPoZPWz4,3088,b8a90928-43d9-482b-a5e5-e22bf1bd98e2,2019-06-06T07:40:16,101
