"deviceid","s_school","s_start","s_coordinates","X_s_coordinates_latitude","X_s_coordinates_longitude","X_s_coordinates_altitude","X_s_coordinates_precision","s_neighborhood","s_1_note","s_rainweek","s_participant_num","s_participant_gender","s_participant_female_obs","s_participant_male_obs","s_participant_female","s_participant_male","s_neighborhood_y","s_neighborhood_n","s_s_c","s_s_c_note","s_s_c_note_2","s_s_c_3","s_s_c_2","s_s_c_1","s_s_c_0","s_s_c_na","s_s_a","s_s_a_note","s_s_a_note_2","s_s_a_3","s_s_a_2","s_s_a_1","s_s_a_0","s_s_a_na","s_d_c","s_d_c_note","s_d_c_note_2","s_d_c_3","s_d_c_2","s_d_c_1","s_d_c_0","s_d_c_na","s_d_a","s_d_a_note","s_d_a_note_2","s_d_a_3","s_d_a_2","s_d_a_1","s_d_a_0","s_d_a_na","s_f_c","s_f_c_note","s_f_c_note_2","s_f_c_3","s_f_c_2","s_f_c_1","s_f_c_0","s_f_c_na","s_f_a","s_f_a_note","s_f_a_note_2","s_f_a_3","s_f_a_2","s_f_a_1","s_f_a_0","s_f_a_na","s_dw_c","s_dw_c_note","s_dw_c_note_2","s_dw_c_3","s_dw_c_2","s_dw_c_1","s_dw_c_0","s_dw_c_na","s_dw_a","s_dw_a_note","s_dw_a_note_2","s_dw_a_3","s_dw_a_2","s_dw_a_1","s_dw_a_0","s_dw_a_na","s_dw_e_wt","s_dw_e_wt_note","s_dw_e_wt_note_2","s_dw_e_wt_1","s_dw_e_wt_0","s_dw_e_wt_na","s_o_c","s_o_c_note","s_o_c_note_2","s_o_c_3","s_o_c_2","s_o_c_1","s_o_c_0","s_o_c_na","s_o_a","s_o_a_note","s_o_a_note_2","s_o_a_3","s_o_a_2","s_o_a_1","s_o_a_0","s_o_a_na","s_bw_c","s_bw_c_note","s_bw_c_note_2","s_bw_c_3","s_bw_c_2","s_bw_c_1","s_bw_c_0","s_bw_c_na","s_bw_a","s_bw_a_note","s_bw_a_note_2","s_bw_a_3","s_bw_a_2","s_bw_a_1","s_bw_a_0","s_bw_a_na","s_p_c","s_p_c_note","s_p_c_note_2","s_p_c_3","s_p_c_2","s_p_c_1","s_p_c_0","s_p_c_na","s_p_a","s_p_a_note","s_p_a_note_2","s_p_a_3","s_p_a_2","s_p_a_1","s_p_a_0","s_p_a_na","s_p_e_note","s_p_e_note_2","s_p_e_2","s_p_e_1","s_p_e_na","s_sf_c","s_sf_c_note","s_sf_c_note_2","s_sf_c_3","s_sf_c_2","s_sf_c_1","s_sf_c_0","s_sf_c_na","s_sf_a","s_sf_a_note","s_sf_a_note_2","s_sf_a_3","s_sf_a_2","s_sf_a_1","s_sf_a_0","s_sf_a_na","s_l_c","s_l_c_note","s_l_c_note_2","s_l_c_3","s_l_c_2","s_l_c_1","s_l_c_0","s_l_c_na","s_l_a","s_l_a_note","s_l_a_note_2","s_l_a_3","s_l_a_2","s_l_a_1","s_l_a_0","s_l_a_na","s_pl_a_th","s_pl_a_th_note","s_pl_a_th_note_2","s_pl_a_th_1","s_pl_a_th_0","s_pl_a_th_na","s_pl_a_tu_note","s_pl_a_tu_1","s_pl_a_tu_0","s_pl_a_tu_na","s_pl_a_tu_nl","s_pl_a_tw_note","s_pl_a_tw_note_2","s_pl_a_tw_1","s_pl_a_tw_0","s_pl_a_tw_na","s_pl_a_tw_nl","s_pl_a_tf_note","s_pl_a_tf_note_2","s_pl_a_tf_1","s_pl_a_tf_0","s_pl_a_tf_na","s_pl_a_tf_nl","s_end","s_participant_female_obs_end","s_participant_male_obs_end","s_notes","s_enum","X__version__","X_id","X_uuid","X_submission_time","X_index","s_odw_a","s_odw_a_note","s_odw_a_3","s_odw_a_2","s_odw_a_1","s_odw_a_0","s_odw_a_na","s_odw_a_other","s_odw_c","s_odw_c_note","s_odw_c_3","s_odw_c_2","s_odw_c_1","s_odw_c_0","s_odw_c_na","s_odw_c_other","s_odw2_a","s_odw2_a_note","s_odw2_a_3","s_odw2_a_2","s_odw2_a_1","s_odw2_a_0","s_odw2_a_na","s_odw2_a_other","s_odw2_c","s_odw2_c_note","s_odw2_c_3","s_odw2_c_2","s_odw2_c_1","s_odw2_c_0","s_odw2_c_na","s_odw2_c_other","s_extra_data","dply_num","s_f_weekly","s_UID","s_id","s_date","neighb_UID","city"
,"31st ED Prep School","2016-05-13 10:44:14","5.6081933 -0.2058075 0.0 24.0",,,,,2,,,30,2,14,16,14,16,20,,,,,1,2,5,22,,,,,1,3,1,17,8,,,,4,4,22,0,,,,,4,3,8,5,10,,,,6,1,12,11,,,,,3,3,10,4,10,,,,13,3,0,9,5,,,,8,8,1,5,8,,,,18,,12,,,,8,4,12,6,,,,,4,1,7,11,7,,,,,,,,,,,,,,,,,,,,8,5,13,4,,,,,6,9,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,7,8,11,4,,,,,7,11,5,2,1,,,,12,,,,12,0,,17,,,10,2,,17,,,0,12,,17,,14,16,,"Ethel, Ethel, Solomon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,"03_1011",1011,2016-05-13,302,"Accra"
,"Twashuka","2018-03-28T11:02:00.000+02","-15.44294483 28.24847583 1271.0 4.0",-15.44294483,28.24847583,1271,4,1,,1,17,2,10,7,10,7,17,0,,,,,,,,,,,,,,,,,,,,0,1,14,2,0,,,,0,0,1,12,4,,,,13,2,2,0,0,,,,9,6,2,0,0,,,,6,0,1,10,0,,,,8,0,0,4,5,,,,11,6,0,,,,,,,,,,,,,,,,,,,,13,3,1,0,0,,,,12,5,0,0,0,,,,3,6,7,1,0,,,,6,3,6,0,2,,,16,0,1,,,,5,5,5,2,0,,,,1,0,9,6,1,,,,3,7,6,1,0,,,,0,0,0,0,17,,,,9,8,0,,17,0,0,0,,,15,2,0,0,,,0,17,0,0,,10,7,,"Kawide, Fermious and Canaan",,,"1a2bd1c4-b455-4691-a4db-73619cef5513","2018-03-28T18:03:40",,,,11,0,0,2,4,,,,10,4,1,2,0,,,,0,0,0,17,0,,,,0,0,0,17,0,,1,4,1,"04_1000",1000,2018-03-28,401,"Lusaka"
,"Chibolya Primary School ","2018-03-28T19:47:00.000+02",,,,,,1,,1,16,2,9,7,9,7,16,0,,,,,,,,,,,,,,,,,,,,2,0,0,11,3,,,,0,0,4,0,12,,,,8,4,2,0,2,,,,1,0,2,1,12,,,,11,0,0,0,5,,,,15,0,0,0,1,,,,15,0,1,,,,,,,,,,,,,,,,,,,,8,5,1,1,1,,,,15,0,0,0,1,,,,8,2,1,4,1,,,,9,2,0,3,2,,,15,0,1,,,,7,3,2,3,1,,,,6,2,3,2,3,,,,14,1,0,1,0,,,,11,2,0,2,1,,,,2,13,1,,15,0,1,0,,,9,6,1,0,,,1,14,1,0,,9,7,,"Canaan,Kawide and Fermious",,,"f21d32a2-dc93-49fe-8d9d-5e7b53ad27b3","2018-03-28T18:03:42",,,,1,9,0,5,1,,,,7,0,0,9,0,,,,0,4,0,11,1,,,,0,0,0,15,1,,1,4,1,"04_1001",1001,2018-03-28,401,"Lusaka"
,"Nazarene Community School","2018-03-29T10:40:00.000+02","-15.43555556 28.24583333 0 4",-15.43555556,28.24583333,0,4,1,,1,20,2,9,11,9,11,20,0,,,,,,,,,,,,,,,,,,,,0,0,0,20,0,,,,0,0,0,17,3,,,,15,5,0,0,0,,,,18,2,0,0,0,,,,9,11,0,0,0,,,,20,0,0,0,0,,,,20,0,0,,,,,,,,,,,,,,,,,,,,16,4,0,0,0,,,,5,11,0,0,4,,,,0,5,14,1,0,,,,5,0,11,0,4,,,20,0,0,,,,6,2,12,0,0,,,,1,4,12,0,3,,,,7,2,7,4,0,,,,3,0,2,5,10,,,,7,13,0,,20,0,0,0,,,13,7,0,0,,,2,8,10,0,,9,11,,"Canaan, Kawide and Fermious",,,"ce3a2f39-6671-4ae9-a094-006df621b163","2018-03-29T18:25:39",,,,0,0,0,16,4,,,,0,4,0,16,0,,,,17,0,0,0,3,,,,0,0,0,20,0,,1,4,1,"04_1002",1002,2018-03-29,401,"Lusaka"
,"LADY DIANA EDUCATION CENTER","2018-04-03T11:33:00.000+02","-15.4322988 28.26271413 1270.0 3.0",-15.4322988,28.26271413,1270,3,1,,1,20,2,16,4,16,4,20,0,,,,,,,,,,,,,,,,,,,,0,0,0,20,0,,,,0,0,0,17,3,,,,13,5,2,0,0,,,,12,0,7,0,1,,,,18,1,0,1,0,,,,14,3,0,3,0,,,,17,3,0,,,,,,,,,,,,,,,,,,,,4,14,2,0,0,,,,15,5,0,0,0,,,,1,2,10,7,0,,,,4,2,4,1,8,,,18,2,0,,,,4,8,7,1,0,,,,2,0,7,9,2,,,,7,5,8,0,0,,,,2,10,1,0,7,,,,20,0,0,,20,0,0,0,,,15,5,0,0,,,1,19,0,0,,16,4,,"Kawide, Canaan and Fermious",,,"bf83874c-bd5d-47e3-8fed-960387b362ac","2018-04-04T09:07:11",,,,4,1,0,12,3,,,,10,8,1,1,0,,,,0,4,0,16,0,,,,0,3,0,17,0,,1,4,1,"04_1003",1003,2018-04-03,401,"Lusaka"
,"MAT 2001","2018-09-26T08:24:00.000Z","5.587711131829183 -0.2095348897016609 63.37482127276567 4.0",5.58771113182918,-0.209534889701661,63.3748212727657,4,1,,0,15,2,7,8,7,8,4,11,,,,0,0,0,0,0,,,,0,0,0,0,0,,,,4,7,4,0,0,,,,1,5,6,1,2,,,,2,2,9,1,1,,,,2,2,7,4,0,,,,1,8,4,2,0,,,,2,4,4,4,1,,,,0,8,2,,,,,,,,,,,,,,,,,,,,8,4,3,0,0,,,,12,3,0,0,0,,,,10,3,2,0,0,,,,3,7,4,1,0,,,0,0,0,,,,12,3,0,0,0,,,,7,6,2,0,0,,,,0,5,3,7,0,,,,0,5,4,6,0,,,,11,4,0,,2,9,0,4,,,6,3,0,11,,,1,9,1,4,,7,8,"None","Ameyaa Adjri Gladys /Leticia Neequaye",,,"0b61d68d-2d45-4a5d-970e-e3c6e15baaea","2018-10-05T09:24:26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,"06_1000",1000,2018-09-26,601,"Accra"
,"MAT2003","2018-09-27T14:26:00.000Z","5.587711954394387 -0.2094831202624458 48.979468899877574 8.0",5.58771195439439,-0.209483120262446,48.9794688998776,8,1,,1,15,2,7,8,7,8,10,5,,,,0,0,0,0,0,,,,0,0,0,0,0,,,,1,5,8,1,0,,,,1,3,4,7,0,,,,2,2,4,7,0,,,,0,5,5,5,0,,,,3,6,1,5,0,,,,2,3,3,7,0,,,,3,6,0,,,,,,,,,,,,,,,,,,,,13,2,0,0,0,,,,15,0,0,0,0,,,,8,4,3,0,0,,,,9,4,1,1,0,,,14,0,0,,,,8,1,6,0,0,,,,3,7,5,0,0,,,,1,4,4,6,0,,,,5,4,0,6,0,,,,8,7,0,,7,1,0,7,,,6,1,1,7,,,0,8,0,7,,7,8,"None","AMEYAA ADJEI GLADYS/LETICIA NEEQUAYE/VINCENTIA KORANTENG",,,"ca27a726-08dc-4d01-abdc-0af50a77bce3","2018-10-05T09:24:27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,"06_1001",1001,2018-09-27,601,"Accra"
,"MAT2004","2018-09-27T17:31:00.000Z","5.565085460001885 -0.24054479031767667 47.07452455070785 4.0",5.56508546000189,-0.240544790317677,47.0745245507078,4,1,,1,15,2,7,8,7,8,5,10,,,,0,0,0,0,0,,,,0,0,0,0,0,,,,1,6,2,2,4,,,,0,1,9,5,0,,,,1,1,4,8,1,,,,0,2,5,7,1,,,,8,1,3,2,1,,,,5,1,4,5,0,,,,8,0,7,,,,,,,,,,,,,,,,,,,,12,2,1,0,0,,,,10,5,0,0,0,,,,7,6,1,1,0,,,,7,6,1,1,0,,,15,0,0,,,,2,12,0,1,0,,,,4,10,1,0,0,,,,2,8,0,4,1,,,,2,8,2,3,0,,,,13,1,1,,13,0,0,2,,,13,0,0,2,,,2,11,0,2,,8,7,"None","AMEYAA ADJEI GLADYS /LETICIA NEEQUAYE/VINCENTIA",,,"026ef47b-dfc3-46fa-9180-85e8e4307a78","2018-10-05T09:24:28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,"06_1002",1002,2018-09-27,601,"Accra"
,"MAT2002","2018-09-28T10:38:00.000Z","5.563059283136325 -0.24006199290956173 33.07536487407021 4.0",5.56305928313633,-0.240061992909562,33.0753648740702,4,1,,0,15,2,8,7,8,7,7,8,,,,0,0,0,0,0,,,,0,0,0,0,0,,,,3,10,2,0,0,,,,1,6,7,1,0,,,,2,7,4,2,0,,,,0,8,4,2,1,,,,2,7,5,1,0,,,,4,4,6,1,0,,,,0,14,0,,,,,,,,,,,,,,,,,,,,3,12,0,0,0,,,,10,4,1,0,0,,,,7,5,2,1,0,,,,5,6,2,2,0,,,12,0,1,,,,4,8,1,2,0,,,,5,5,3,2,0,,,,2,4,1,0,0,,,,1,4,2,0,0,,,,8,7,0,,8,0,0,7,,,6,2,0,0,,,0,8,0,0,,8,7,"None","Gladys /Leticia /vincentia",,,"ac246551-503b-4a00-956a-406417731775","2018-10-05T09:24:29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,"06_1003",1003,2018-09-28,601,"Accra"
,"OA2001","2018-10-05T06:13:00.000Z","5.55492503039446 -0.18401201689818641 44.235252692366316 4.0",5.55492503039446,-0.184012016898186,44.2352526923663,4,2,,1,15,2,8,7,8,7,0,0,,,,5,6,3,1,0,,,,7,3,3,2,0,,,,7,5,2,1,0,,,,9,3,3,0,0,,,,6,5,3,1,0,,,,8,3,3,1,0,,,,13,2,0,0,0,,,,9,3,2,1,0,,,,11,2,0,,,,8,4,3,0,0,,,,5,5,5,0,0,,,,9,5,1,0,0,,,,11,2,1,1,0,,,,9,5,1,0,0,,,,9,4,2,0,0,,,11,3,1,,,,12,2,1,0,0,,,,10,4,1,0,0,,,,11,3,1,0,0,,,,6,3,3,1,2,,,,10,5,0,,10,1,0,5,,,10,0,0,5,,,2,8,0,5,,8,7,,"Gladys 
Leticia 
Vincentia",,,"758aad81-b131-43e9-9bd7-0c2970c11b09","2018-10-05T09:24:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,"06_1004",1004,2018-10-05,602,"Accra"
,"OA2002","2018-10-05T06:37:00.000Z","5.554674877999042 -0.1840269594572323 49.669793768877696 4.0",5.55467487799904,-0.184026959457232,49.6697937688777,4,2,,1,15,2,7,8,7,8,13,2,,,,0,0,1,13,1,,,,0,1,1,12,1,,,,8,4,1,2,0,,,,0,1,6,7,1,,,,6,3,3,1,2,,,,1,4,8,1,1,,,,6,5,1,3,0,,,,4,6,1,3,1,,,,4,11,0,,,,0,0,1,12,2,,,,0,5,2,6,2,,,,3,6,6,0,0,,,,12,3,0,0,0,,,,6,2,2,5,0,,,,4,4,5,2,0,,,15,0,0,,,,6,3,6,0,0,,,,9,5,1,0,0,,,,8,2,1,4,0,,,,7,2,1,4,1,,,,4,11,0,,4,0,0,11,,,4,0,0,0,,,0,4,0,11,,7,8,,"Gladys 
Vincentia 
Leticia",,,"644b91d9-9d01-4bec-b891-76fa3248ed02","2018-10-05T09:24:31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,"06_1005",1005,2018-10-05,602,"Accra"
,"OA2004","2018-10-05T09:38:00.000Z","5.549955360808731 -0.18664138790559778 28.042017999385077 4.0",5.54995536080873,-0.186641387905598,28.0420179993851,4,2,,1,15,2,7,8,7,8,12,3,,,,0,7,7,1,0,,,,9,1,2,3,0,,,,11,2,1,1,0,,,,11,2,1,1,0,,,,10,3,2,0,0,,,,4,5,4,2,0,,,,15,0,0,0,0,,,,12,2,1,0,0,,,,4,7,4,,,,4,4,5,2,0,,,,4,3,5,3,0,,,,15,0,0,0,0,,,,14,1,0,0,0,,,,15,0,0,0,0,,,,13,1,1,0,0,,,15,0,0,,,,13,2,0,0,0,,,,12,3,0,0,0,,,,6,0,0,9,0,,,,6,0,0,9,0,,,,9,6,0,,8,1,0,0,,,9,0,0,0,,,0,9,0,0,,7,8,,"Gladys 
Vincentia 
Leticia",,,"d1a50bea-6a47-4498-b06a-ba80b8c51f23","2018-10-05T10:06:58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,"06_1006",1006,2018-10-05,602,"Accra"
,"OA2003","2018-10-05T10:09:00.000Z","5.549952119625108 -0.18661405147495347 22.04808600195817 4.0",5.54995211962511,-0.186614051474953,22.0480860019582,4,2,,1,15,2,8,7,8,7,10,5,,,,1,2,4,8,0,,,,1,2,0,11,1,,,,4,3,1,7,0,,,,3,1,4,7,0,,,,3,1,2,9,0,,,,1,2,3,9,0,,,,1,13,1,0,0,,,,6,8,0,1,0,,,,3,11,1,,,,0,1,2,12,0,,,,0,3,6,6,0,,,,4,11,0,0,0,,,,11,4,0,0,0,,,,7,4,4,0,0,,,,3,2,7,3,0,,,14,0,1,,,,5,3,7,0,0,,,,1,6,8,0,0,,,,0,4,4,7,0,,,,1,2,5,7,0,,,,7,8,0,,7,8,0,0,,,7,0,0,0,,,0,7,0,0,,8,7,,"Gladys 
Vincentia 
Leticia ",,,"5ab8f32c-be3c-41da-8934-9837554b1864","2018-10-05T10:42:41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,"06_1007",1007,2018-10-05,602,"Accra"
,"State Experimental Basic '2'","2018-10-26T07:36:00.000Z","6.672398333333333 -1.6282233333333331 276.3 5.0",6.67239833333333,-1.62822333333333,276.3,5,3,,1,20,2,10,10,10,10,20,0,,,,19,0,0,1,0,,,,8,0,6,5,0,,,,8,7,0,5,0,,,,15,0,0,4,1,,,,20,0,0,0,0,,,,15,2,1,1,1,,,,20,0,0,0,0,,,,18,0,0,2,0,,,,0,0,20,,,,,,,,,,,,,,,,,,,,17,3,0,0,0,,,,18,2,0,0,0,,,,11,9,0,0,0,,,,14,3,3,0,0,,,20,0,0,,,,20,0,0,0,0,,,,20,0,0,0,0,,,,20,0,0,0,0,,,,20,0,0,0,0,,,,0,20,0,,0,0,0,20,,,0,0,0,20,,,0,0,0,20,,10,10,"No private latrine in the community.","Bismark A. Boafo
Mavis Bawa
Charlotte Asabea Djan",,,"0f106c57-d554-4479-9e30-01026a2cb1d8","2018-10-31T20:05:25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,"07_1000",1000,2018-10-26,703,"Kumasi"
,"State Experimental Basic 2 ","2018-10-26T09:43:00.000Z","6.672231666666666 -1.6283600000000003 233.8 5.0",6.67223166666667,-1.62836,233.8,5,3,,1,20,2,10,10,10,10,20,0,,,,0,1,15,4,0,,,,6,1,6,6,1,,,,10,5,2,2,1,,,,7,1,5,5,2,,,,3,2,10,1,4,,,,1,10,3,6,0,,,,18,0,1,1,0,,,,16,0,2,2,0,,,,0,3,17,,,,,,,,,,,,,,,,,,,,6,14,0,0,0,,,,19,1,0,0,0,,,,6,10,1,3,0,,,,19,0,0,1,0,,,20,0,0,,,,20,0,0,0,0,,,,18,0,0,2,0,,,,14,4,2,0,0,,,,11,7,0,2,0,,,,0,20,0,,0,0,0,20,,,0,0,0,20,,,0,0,0,20,,10,10,,"Bismark A. Boafo
Mavis Bawa
Charlotte Asabea Djan",,,"f4aa13a0-8b74-4616-bcac-62b7d474d240","2018-10-31T20:05:26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,"07_1001",1001,2018-10-26,703,"Kumasi"
,"State Experimental Basic 1 Primary","2018-08-26T10:22:00.000Z","6.671761666666667 -1.6278983333333334 286.4 5.0",6.67176166666667,-1.62789833333333,286.4,5,3,,1,20,2,10,10,10,10,20,0,,,,1,4,7,7,1,,,,1,0,3,16,0,,,,8,3,8,1,0,,,,0,3,14,3,0,,,,3,11,5,1,0,,,,5,5,10,0,0,,,,18,0,1,1,0,,,,16,0,1,3,0,,,,1,8,11,,,,,,,,,,,,,,,,,,,,14,6,0,0,0,,,,18,2,0,0,0,,,,8,8,4,0,0,,,,5,8,5,2,0,,,20,0,0,,,,20,0,0,0,0,,,,9,6,4,1,0,,,,9,7,2,2,0,,,,9,1,6,4,0,,,,5,15,0,,5,0,0,15,,,5,0,0,15,,,0,5,0,15,,10,10,,"Bismark A. Boafo
Mavis Bawa
Charlotte Asabea Djan",,,"2fbf49a3-b1fb-45b7-83c1-ea19bda5ac09","2018-10-31T20:08:55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,"07_1002",1002,2018-08-26,703,"Kumasi"
,"State Experimental Basic 1 Primary","2018-10-26T12:16:00.000Z","6.671626666666667 -1.627948333333333 287.1 5.0",6.67162666666667,-1.62794833333333,287.1,5,3,,1,20,2,10,10,10,10,20,0,,,,0,0,7,13,0,,,,9,0,6,5,0,,,,8,6,5,1,0,,,,0,8,10,2,0,,,,11,4,4,1,0,,,,5,11,4,0,0,,,,17,3,0,0,0,,,,19,0,1,0,0,,,,1,10,9,,,,,,,,,,,,,,,,,,,,16,4,0,0,0,,,,18,2,0,0,0,,,,9,9,2,0,0,,,,7,2,11,0,0,,,20,0,0,,,,15,5,0,0,0,,,,8,7,5,0,0,,,,8,10,2,0,0,,,,9,7,4,0,0,,,,1,19,0,,1,0,0,19,,,1,0,0,19,,,0,1,0,19,,10,10,,"Bismark A. Boafo
Mavis Bawa
Charlotte Asabea Djan",,,"cd321200-ebf3-4701-985f-ef5aa991c121","2018-10-31T20:08:56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,"07_1003",1003,2018-10-26,703,"Kumasi"
,"Adiebeba M/A Primary 'B' 2","2018-10-24T07:19:00.000Z","6.6645883333333344 -1.6156583333333336 293.6 4.8",6.66458833333333,-1.61565833333333,293.6,4.8,4,,1,20,2,10,10,10,10,20,0,,,,1,1,0,18,0,,,,3,0,0,13,2,,,,12,0,5,3,0,,,,11,3,2,4,0,,,,13,4,3,0,0,,,,1,7,8,4,0,,,,16,2,0,2,0,,,,8,7,2,2,1,,,,4,13,3,,,,,,,,,,,,,,,,,,,,16,4,0,0,0,,,,20,0,0,0,0,,,,12,6,2,0,0,,,,20,0,0,0,0,,,20,0,0,,,,20,0,0,0,0,,,,11,4,5,0,0,,,,8,2,0,10,0,,,,6,3,1,10,0,,,,10,10,0,,9,1,0,10,,,10,0,0,10,,,1,9,0,10,,10,10,,"Bismark A. Boafo
Mavis Bawa
Charlotte Asabea Djan",,,"d0497891-7a51-431b-8c40-acf0d558f606","2018-11-03T09:30:40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,"07_1004",1004,2018-10-24,704,"Kumasi"
,"Adiebeba M/A Basic Primary 'B'","2018-10-24T10:17:00.000Z","6.664748333333334 -1.61561 263.2 5.0",6.66474833333333,-1.61561,263.2,5,4,,1,20,2,10,10,10,10,4,16,,,,0,1,0,16,3,,,,2,0,0,16,2,,,,11,3,2,4,0,,,,13,0,6,1,0,,,,13,3,4,0,0,,,,9,5,2,3,1,,,,14,4,2,0,0,,,,17,1,0,2,0,,,,3,5,12,,,,,,,,,,,,,,,,,,,,13,7,0,0,0,,,,20,0,0,0,0,,,,14,4,2,0,0,,,,14,0,3,3,0,,,20,0,0,,,,20,0,0,0,0,,,,12,0,5,2,1,,,,8,5,2,5,0,,,,8,1,8,3,0,,,,13,7,0,,12,1,0,7,,,5,8,0,7,,,0,13,0,7,,10,10,,"Bismark A. Boafo
Mavis Bawa
Charlotte Asabea Djan",,,"e082808c-1824-43dd-a534-eec76646e513","2018-11-03T09:30:51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,"07_1005",1005,2018-10-24,704,"Kumasi"
,"Adiebeba Basic Primary 'A'","2018-10-24T11:57:00.000Z","6.664583333333333 -1.615616666666667 234.6 4.9",6.66458333333333,-1.61561666666667,234.6,4.9,4,,1,20,2,10,10,10,10,15,5,,,,3,1,10,6,0,,,,2,0,5,13,0,,,,15,0,5,0,0,,,,11,5,0,4,0,,,,11,6,3,0,0,,,,10,4,3,3,0,,,,20,0,0,0,0,,,,20,0,0,0,0,,,,4,5,11,,,,,,,,,,,,,,,,,,,,20,0,0,0,0,,,,20,0,0,0,0,,,,19,0,1,0,0,,,,16,0,4,0,0,,,20,0,0,,,,20,0,0,0,0,,,,10,8,2,0,0,,,,9,10,1,0,0,,,,7,9,4,0,0,,,,8,12,0,,3,5,0,12,,,5,3,0,12,,,0,8,0,12,,10,10,,"Bismark A. Boafo
Mavis Bawa 
Charlotte Asabea Djan",,,"a638de51-b093-4967-8d5e-dfe7a5c4cc98","2018-11-03T09:30:51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,"07_1006",1006,2018-10-24,704,"Kumasi"
,"Adiebeba M/A Basic Primary 'A'  2","2018-10-24T13:04:00.000Z","6.6648283333333325 -1.6154049999999998 409.1 5.0",6.66482833333333,-1.615405,409.1,5,4,,1,20,2,10,10,10,10,16,4,,,,0,0,2,18,0,,,,1,0,3,16,0,,,,16,1,2,1,0,,,,9,2,2,7,0,,,,7,4,5,4,0,,,,3,2,12,3,0,,,,16,2,0,2,0,,,,13,2,2,3,0,,,,5,4,11,,,,,,,,,,,,,,,,,,,,16,4,0,0,0,,,,20,0,0,0,0,,,,15,3,2,0,0,,,,10,8,2,0,0,,,20,0,0,,,,20,0,0,0,0,,,,12,6,1,1,0,,,,9,6,1,4,0,,,,3,8,2,7,0,,,,11,9,0,,11,0,0,9,,,9,3,0,9,,,0,11,0,9,,10,10,"The attitude shown to the Enumerator by Teachers and Pupils in all the Schools visited were cordial.","Bismark A. Boafo
Mavis Bawa
Charlotte Asabea Djan",,,"2080e789-9691-4e26-95bc-08e10855ada8","2018-11-03T09:30:52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,"07_1007",1007,2018-10-24,704,"Kumasi"
,"St. Peters R/C Primary  ( B )","2018-10-10T12:54:00.000Z","6.694381666666668 -1.6186916666666666 279.7 4.1",6.69438166666667,-1.61869166666667,279.7,4.1,1,,1,20,2,12,8,12,8,20,0,,,,0,0,0,0,0,,,,0,0,0,0,0,,,,11,1,4,4,0,,,,5,2,3,10,0,,,,11,3,2,3,1,,,,8,1,0,9,2,,,,17,3,0,0,0,,,,14,6,0,0,0,,,,3,1,16,,,,,,,,,,,,,,,,,,,,15,5,0,0,0,,,,18,2,0,0,0,,,,13,3,1,3,0,,,,13,4,3,0,0,,,20,0,0,,,,20,0,0,0,0,,,,13,6,0,1,0,,,,12,3,0,5,0,,,,14,0,1,5,0,,,,15,5,0,,12,3,0,5,,,6,6,0,0,,,3,9,3,5,,12,8,,"Bismark A. Boafo
Mavis Bawa
Charlotte Asabea",,,"5e880773-0c0f-487f-9db3-cbda1579edd6","2018-10-15T14:06:11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,"07_1008",1008,2018-10-10,701,"Kumasi"
