deviceid,h_id,h_start,h_coordinates,_h_coordinates_latitude,_h_coordinates_longitude,_h_coordinates_altitude,_h_coordinates_precision,h_neighborhood,h_rain24hr,h_rainweek,h_rainmonth,h_home_type,h_population,h_c,h_surface,h_s,h_s_a,h_s_a_other,h_s_c,h_s_c_other,h_drains,h_d,h_d_a,h_d_a_other,h_d_c,h_d_c_other,h_flood,h_f,h_f_a,h_f_a_other,h_f_c,h_f_c_other,h_wasa,h_m,h_m_a,h_m_a_other,h_m_c,h_m_c_other,h_other,h_odw,h_odw_a,h_odw_a_other,h_odw_c,h_odw_c_other,h_wt,h_wt_a,h_wt_a_other,h_bath,h_bw,h_bw_a,h_bw_a_other,h_bw_c,h_bw_c_other,h_produce,h_p,h_p_a,h_p_a_other,h_p_c,h_p_c_other,h_p_a2,h_p_a2_other,h_food,h_sf,h_sf_a,h_sf_a_other,h_sf_c,h_sf_c_other,h_shared,h_l,h_l_a,h_l_a_other,h_l_c,h_l_c_other,h_th,h_th_a,h_th_a_other,h_tu_a,h_tu_a_other,h_tw_a,h_tw_a_other,h_tf_a,h_tf_a_other,h_end,h_notes,h_enum,h_enum/1,h_enum/2,h_enum/3,h_enum/4,h_enum/5,h_enum/6,h_enum/7,h_enum/8,h_enum/9,h_enum/10,h_enum/11,h_enum/12,h_enum/13,h_enum/14,h_enum/15,h_enum/16,h_enum/17,h_enum/18,h_enum/19,h_enum/20,h_enum/21,h_enum/22,h_enum/23,h_enum/24,h_enum/25,h_enum/26,h_enum/27,h_enum/28,h_enum/29,h_enum/30,h_enum/31,h_enum/32,h_enum/33,h_enum/34,h_enum/35,h_enum/36,h_enum/37,h_enum/38,h_enum/39,h_enum/40,h_enum/41,h_enum/42,h_enum/43,h_enum/44,h_enum/45,h_enum/46,h_enum/47,h_enum/48,h_enum/49,h_enum/50,h_enum/51,h_enum/52,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index
359925060625295,549,2017-06-13T12:02:00.913+06,23.725778640800353 90.37262673827985 1.0 0.0,23.72577864,90.37262674,1,0,88,1,1,1,2,5,1,0,,,,,,1,,1,,1,,1,,3,,5,,1,,1,,1,,0,,,,,,,0,,1,,2,,2,,1,,3,,3,,1,,1,,3,,5,,1,,1,,1,,,0,,,,,,,,,Not applicable,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:0051c808-83ae-4081-b3d0-07c71b128767,4980,0051c808-83ae-4081-b3d0-07c71b128767,2017-06-20T05:15:55,379,,-1
359925060625295,597,2017-06-14T10:18:00.423+06,23.725709513902274 90.37341317325955 -54.42182911094278 5.0,23.72570951,90.37341317,-54.42182911,5,88,0,1,1,2,6,1,1,,4,,4,,1,,1,,1,,1,,3,,5,,1,,1,,1,,0,,,,,,,1,,1,,1,,2,,1,,3,,4,,1,,1,,4,,4,,1,,1,,1,,,0,,,,,,,,,Not applicable,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:1ab6c776-54d5-4324-b37b-94718056013a,4981,1ab6c776-54d5-4324-b37b-94718056013a,2017-06-20T05:15:59,380,,-1
359925061287863,343,2017-06-12T12:34:00.889+06,23.7245583 90.4285917 0.0 164.4,23.7245583,90.4285917,0,164.4,66,1,1,1,2,7,1,0,,,,,,0,,,,,,0,,,,,,1,,1,,1,,0,,,,,,,0,,1,,2,,1,,1,,2,,2,,1,,1,,3,,3,,1,,1,,1,,,0,,,,,,,,,Na,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:7e13f363-a5d9-4e30-81e6-cdeb89435253,4986,7e13f363-a5d9-4e30-81e6-cdeb89435253,2017-06-20T05:18:11,381,,-1
359925061287863,345,2017-06-12T13:31:00.355+06,23.724202 90.4285735 0.0 1100.0,23.724202,90.4285735,0,1100,66,1,1,1,2,6,1,0,,,,,,0,,,,,,0,,,,,,1,,1,,1,,0,,,,,,,0,,1,,1,,1,,1,,4,,4,,1,,1,,2,,1,,1,,1,,1,,,0,,,,,,,,,Na,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:b6b9145f-2f11-4efb-8919-668ee66ee01d,4987,b6b9145f-2f11-4efb-8919-668ee66ee01d,2017-06-20T05:18:13,382,,-1
359925061287863,347,2017-06-13T09:43:00.409+06,23.724202 90.4285735 0.0 1100.0,23.724202,90.4285735,0,1100,66,1,1,1,2,6,1,0,,,,,,0,,,,,,0,,,,,,1,,1,,1,,0,,,,,,,0,,1,,1,,1,,1,,3,,3,,1,,1,,4,,3,,1,,1,,1,,,0,,,,,,,,,NA,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:6c48c4de-baa1-4f3d-a9b6-8c3104bf4d76,4988,6c48c4de-baa1-4f3d-a9b6-8c3104bf4d76,2017-06-20T05:18:17,383,,-1
359925061287863,349,2017-06-13T10:20:00.831+06,23.7260672 90.426511 0.0 1000.0,23.7260672,90.426511,0,1000,66,1,1,1,2,6,1,0,,,,,,0,,,,,,0,,,,,,1,,1,,1,,0,,,,,,,0,,1,,2,,2,,1,,2,,2,,1,,1,,3,,2,,1,,1,,1,,,0,,,,,,,,,NA,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:fb3f84c6-3af2-4b63-9864-b56b2234c181,4989,fb3f84c6-3af2-4b63-9864-b56b2234c181,2017-06-20T05:18:22,384,,-1
359925061287863,399,2017-06-14T09:38:00.031+06,23.7292963 90.4248834 0.0 149.6,23.7292963,90.4248834,0,149.6,66,0,1,1,2,4,1,0,,,,,,0,,,,,,0,,,,,,1,,1,,1,,0,,,,,,,0,,1,,1,,1,,1,,3,,2,,1,,1,,2,,2,,1,,1,,1,,,0,,,,,,,,,NA,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:9630c680-694a-4a25-83ec-54a3d4d2e8d5,4990,9630c680-694a-4a25-83ec-54a3d4d2e8d5,2017-06-20T05:18:25,385,,-1
359925061286071,1,2017-06-11T14:48:00.845+06,,,,,,33,1,1,1,1,2,0,1,,1,,,,0,,,,,,0,,,,,,1,,2,,,,0,,,,,,,1,,1,,1,,,,1,,2,,,,0,,0,,,,,,0,,,,,,,0,,,,,,,,,Na,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:eaa2e2d6-96cc-4af3-8214-521cbb2b5307,4991,eaa2e2d6-96cc-4af3-8214-521cbb2b5307,2017-06-20T05:18:40,386,,-1
359925061286071,210,2017-06-12T14:05:00.996+06,23.7828028 90.3411577 0.0 1100.0,23.7828028,90.3411577,0,1100,33,1,1,1,2,3,1,1,,1,,1,,0,,,,,,1,,1,,1,,0,,,,,,1,,1,,1,,,0,,1,,1,,1,,1,,1,,1,,1,,1,,2,,1,,1,,1,,1,,,0,,,,,,,,,Na,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:6bf30dd4-b10f-444b-9d9e-cd8a863851ee,4994,6bf30dd4-b10f-444b-9d9e-cd8a863851ee,2017-06-20T05:18:57,387,,-1
359925061286071,267,2017-06-13T10:35:00.969+06,23.7909519 90.3552723 0.0 1399.999,23.7909519,90.3552723,0,1399.999,33,1,1,1,2,9,1,1,,4,,4,,0,,,,,,1,,1,,1,,0,,,,,,1,,1,,1,,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,3,,,1,,1,,1,,0,,,Na,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:00d811a2-fbd9-4f18-863d-80423076160c,4995,00d811a2-fbd9-4f18-863d-80423076160c,2017-06-20T05:19:01,388,,-1
359925061286071,269,2017-06-13T12:10:00.727+06,23.7828009 90.3420397 0.0 1200.0,23.7828009,90.3420397,0,1200,33,1,1,1,2,4,1,1,,1,,2,,0,,,,,,1,,1,,1,,0,,,,,,1,,1,,1,,,0,,1,,2,,2,,1,,1,,1,,1,,1,,3,,2,,1,,2,,2,,,0,,,,,,,,,Na,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:d6ad94fe-92bc-4260-980a-6c157790dec8,4996,d6ad94fe-92bc-4260-980a-6c157790dec8,2017-06-20T05:19:07,389,,-1
359925061286071,281,2017-06-14T12:50:00.526+06,23.7794454 90.3404267 0.0 64.1,23.7794454,90.3404267,0,64.1,33,1,1,1,2,5,1,1,,4,,4,,1,,1,,1,,1,,1,,1,,0,,,,,,1,,1,,1,,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2,,2,,,0,,,,,,,,,Na,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:b2aa7b38-e957-41b2-ba25-b72dba2d7962,4997,b2aa7b38-e957-41b2-ba25-b72dba2d7962,2017-06-20T05:19:09,390,,-1
359925061260548,405,2017-06-12T15:06:00.305+06,23.707782197470497 90.42541902086559 0.0 0.0,23.7077822,90.42541902,0,0,77,1,1,1,2,4,1,1,,4,,4,,1,,1,,1,,0,,,,,,1,,1,,1,,0,,,,,,,0,,1,,1,,1,,1,,2,,2,,1,,1,,3,,2,,1,,1,,1,,,0,,,,,,,,,Na,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:861e2950-46d1-468f-b567-ff94221db954,5000,861e2950-46d1-468f-b567-ff94221db954,2017-06-20T05:20:27,391,,-1
359925061260548,407,2017-06-13T09:34:00.374+06,23.707445076991565 90.4257326559054 12.0 0.0,23.70744508,90.42573266,12,0,77,1,1,1,2,3,1,1,,4,,4,,1,,2,,1,,0,,,,,,1,,1,,1,,0,,,,,,,0,,1,,2,,2,,1,,3,,3,,1,,1,,3,,2,,1,,2,,1,,,0,,,,,,,,,Na,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:8b3b17fa-a285-4af2-9ee4-3ea82450c692,5001,8b3b17fa-a285-4af2-9ee4-3ea82450c692,2017-06-20T05:20:29,392,,-1
359925061281106,202,2017-06-11T14:46:00.090+06,,,,,,33,1,1,1,2,3,1,0,,,,,,1,,1,,2,,1,,2,,3,,0,,,,,,1,,1,,1,,,0,,1,,1,,1,,1,,1,,1,,1,,1,,2,,2,,1,,2,,2,,,0,,,,,,,,,N/a,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:68de3a7f-682a-47f9-8ac1-70b0b53bb1a8,5005,68de3a7f-682a-47f9-8ac1-70b0b53bb1a8,2017-06-20T05:21:50,393,,-1
359925061281106,219,2017-06-12T12:20:00.811+06,23.780821802995785 90.33993969769915 -34.0 0.0,23.7808218,90.3399397,-34,0,33,1,1,1,2,4,1,1,,1,,1,,0,,,,,,0,,,,,,0,,,,,,1,,1,,1,,,0,,1,,2,,2,,1,,2,,3,,1,,1,,4,,3,,1,,2,,2,,,0,,,,,,,,,N/A,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:cbdfadb5-c80a-43c8-85ab-de8f9373c169,5006,cbdfadb5-c80a-43c8-85ab-de8f9373c169,2017-06-20T05:21:58,394,,-1
359925061281106,246,2017-06-13T09:54:00.141+06,23.780137067662622 90.3400247013019 -58.0 0.0,23.78013707,90.3400247,-58,0,33,1,1,1,2,4,1,1,,3,,3,,0,,,,,,1,,3,,3,,0,,,,,,1,,1,,1,,,0,,1,,2,,2,,1,,1,,1,,1,,1,,2,,1,,1,,2,,2,,,0,,,,,,,,,N/A,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:e689c34c-3b43-4946-9707-3dfa1179c862,5007,e689c34c-3b43-4946-9707-3dfa1179c862,2017-06-20T05:22:03,395,,-1
359925061281106,248,2017-06-13T10:55:00.232+06,23.780041385166818 90.34025746483046 -45.0 0.0,23.78004139,90.34025746,-45,0,33,1,1,1,2,5,1,1,,1,,4,,1,,2,,2,,0,,,,,,0,,,,,,1,,1,,1,,,0,,1,,2,,2,,1,,3,,3,,1,,1,,3,,3,,1,,2,,2,,,0,,,,,,,,,N/A,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:fedd8592-2109-4128-a3ac-3f510b3dc39e,5010,fedd8592-2109-4128-a3ac-3f510b3dc39e,2017-06-20T05:22:07,396,,-1
359925061281106,250,2017-06-13T11:59:00.857+06,23.779952103458424 90.3398441050286 -40.0 0.0,23.7799521,90.33984411,-40,0,33,1,1,1,2,4,1,1,,2,,4,,0,,,,,,0,,,,,,0,,,,,,1,,1,,1,,,0,,1,,2,,2,,1,,3,,3,,1,,1,,3,,2,,1,,2,,2,,,0,,,,,,,,,N/A,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:10d0f818-a7ce-416f-97db-6ac74a2c99eb,5011,10d0f818-a7ce-416f-97db-6ac74a2c99eb,2017-06-20T05:22:09,397,,-1
359925061281106,287,2017-06-14T13:04:00.618+06,23.779196081130838 90.33994402999605 -69.0 0.0,23.77919608,90.33994403,-69,0,33,1,1,1,2,3,1,1,,2,,2,,0,,,,,,1,,3,,3,,0,,,,,,1,,1,,1,,,0,,1,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,2,,2,,,0,,,,,,,,,N/A,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:6b294d48-85eb-4e32-99c0-b11dda3e5c44,5012,6b294d48-85eb-4e32-99c0-b11dda3e5c44,2017-06-20T05:22:11,398,,-1
359925061257478,0473,2017-06-12T13:20:00.174+06,23.69729800027742 90.43073508595785 0.0 0.0,23.697298,90.43073509,0,0,77,1,1,1,2,7,1,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,4,,4,,,0,,1,,1,,1,,1,,3,,2,,1,,1,,3,,2,,1,,2,,1,,,0,,,,,,,,,N/A,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:7f835904-8db1-477e-b777-bec0138db618,5013,7f835904-8db1-477e-b777-bec0138db618,2017-06-20T05:22:18,399,,-1
359925061257478,0477,2017-06-13T09:49:00.586+06,23.69798789851193 90.43079227350471 0.0 0.0,23.6979879,90.43079227,0,0,77,1,1,1,2,4,1,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,,,,,,0,,1,,1,,1,,1,,3,,3,,0,,1,,4,,3,,1,,1,,1,,,0,,,,,,,,,N/A,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:6fc7acf1-3e30-4537-ba17-5da78449a79f,5014,6fc7acf1-3e30-4537-ba17-5da78449a79f,2017-06-20T05:22:22,400,,-1
359925061257478,0497,2017-06-14T08:48:00.720+06,23.698546580104395 90.43081605096071 16.0 0.0,23.69854658,90.43081605,16,0,77,0,1,1,2,5,1,0,,,,,,1,,1,,1,,1,,1,,1,,1,,4,,4,,1,,1,,1,,,0,,1,,2,,1,,1,,2,,2,,1,,1,,3,,2,,1,,2,,1,,,0,,,,,,,,,N/A,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:7d6042cc-b043-42f1-aecb-4486d4ac02f5,5015,7d6042cc-b043-42f1-aecb-4486d4ac02f5,2017-06-20T05:22:27,401,,-1
359925061277245,423,2017-06-12T12:37:00.823+06,,,,,,77,1,1,1,2,4,1,1,,4,,4,,0,,,,,,1,,2,,2,,1,,1,,1,,0,,,,,,,0,,1,,1,,2,,1,,1,,1,,0,,1,,1,,1,,1,,2,,2,,,0,,,,,,,,,N/A,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:02f7db45-60ed-4dde-a9f6-765bf1487a2b,5021,02f7db45-60ed-4dde-a9f6-765bf1487a2b,2017-06-20T05:23:59,402,,-1
359925061277245,424,2017-06-12T13:12:00.996+06,,,,,,77,1,1,1,2,4,1,1,,4,,4,,0,,,,,,1,,2,,3,,1,,1,,1,,0,,,,,,,0,,1,,2,,2,,1,,2,,2,,0,,1,,2,,2,,1,,2,,2,,,0,,,,,,,,,N/A,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:841045bb-da68-432c-9180-700441ee785f,5022,841045bb-da68-432c-9180-700441ee785f,2017-06-20T05:24:03,403,,-1
